WETLAND,TRANSECT,SPECIES,STAGE,SEX,COUNT,MONTH,DAY,YEAR 
T03,C,NONE,NA,NA,0,5,3,2003
P01,C,AMMA,A,M,1,5,4,2003
P01,C,RAPI,A,U,2,5,4,2003
P02,C,NONE,NA,NA,0,5,4,2003
P04,C,AMMA,A,F,1,5,4,2003
P06,C,NONE,NA,NA,0,5,4,2003
P07,C,NONE,NA,NA,0,5,4,2003
P08,C,RAPI,A,U,3,5,4,2003
P11,C,RAPI,A,U,1,5,4,2003
T01,C,NONE,NA,NA,0,5,4,2003
T02,C,NONE,NA,NA,0,5,4,2003
T03,C,NONE,NA,NA,0,5,4,2003
P01,C,AMMA,A,M,1,6,1,2003
P02,C,NONE,NA,NA,0,6,1,2003
P03,C,RAPI,A,U,1,6,1,2003
P04,C,NONE,NA,NA,0,6,1,2003
P06,C,NONE,NA,NA,0,6,1,2003
P07,C,AMMA,A,U,1,6,1,2003
P07,C,AMMA,N,U,1,6,1,2003
P08,C,RAPI,A,U,2,6,1,2003
P08,C,FROTAD,L,U,7,6,1,2003
P11,C,NONE,NA,NA,0,6,1,2003
T01,C,AMMA,A,F,1,6,1,2003
T01,C,AMMA,A,M,1,6,1,2003
T02,C,RAPI,A,U,1,6,1,2003
T02,C,RASY,A,U,1,6,1,2003
T03,C,AMMA,A,F,1,6,1,2003
T03,C,AMMA,A,M,1,6,1,2003
T03,C,AMMA,N,M,2,6,1,2003
T03,C,AMMA,N,U,2,6,1,2003
T09,C,NONE,NA,NA,0,6,1,2003
P01,C,NONE,NA,NA,0,6,2,2003
P02,C,NONE,NA,NA,0,6,2,2003
P03,C,RAPI,A,U,1,6,2,2003
P03,C,FROTAD,L,U,3,6,2,2003
P04,C,AMMA,A,M,1,6,2,2003
P06,C,NONE,NA,NA,0,6,2,2003
P07,C,NONE,NA,NA,0,6,2,2003
P08,C,RAPI,A,U,1,6,2,2003
P08,C,FROTAD,L,U,3,6,2,2003
P11,C,NONE,NA,NA,0,6,2,2003
T01,C,AMMA,A,F,4,6,2,2003
T01,C,AMMA,A,M,3,6,2,2003
T01,C,AMMA,N,M,4,6,2,2003
T01,C,AMMA,N,U,4,6,2,2003
T02,C,NONE,NA,NA,0,6,2,2003
T03,C,AMMA,A,F,1,6,2,2003
T03,C,AMMA,A,M,1,6,2,2003
T03,C,AMMA,N,M,1,6,2,2003
T03,C,RAPI,A,U,1,6,2,2003
T03,C,AMMA,N,U,2,6,2,2003
T09,C,FROTAD,L,U,2,6,2,2003
P01,C,RAPI,A,U,1,6,3,2003
P01,C,AMMA,L,U,1,6,3,2003
P02,C,NONE,NA,NA,0,6,3,2003
P03,C,RAPI,A,U,1,6,3,2003
P04,C,NONE,NA,NA,0,6,3,2003
P06,C,NONE,NA,NA,0,6,3,2003
P07,C,NONE,NA,NA,0,6,3,2003
P08,C,FROTAD,L,U,2,6,3,2003
P11,C,AMMA,N,U,1,6,3,2003
T01,C,AMMA,A,M,1,6,3,2003
T01,C,AMMA,A,U,1,6,3,2003
T02,C,AMMA,A,F,1,6,3,2003
T02,C,RAPI,A,U,1,6,3,2003
T03,C,NONE,NA,NA,0,6,3,2003
T09,C,RAPI,A,U,1,6,3,2003
T09,C,FROTAD,L,U,6,6,3,2003
P01,C,NONE,NA,NA,0,6,4,2003
P02,C,AMMA,N,M,1,6,4,2003
P03,C,NONE,NA,NA,0,6,4,2003
P04,C,NONE,NA,NA,0,6,4,2003
P06,C,NONE,NA,NA,0,6,4,2003
P07,C,RAPI,A,U,1,6,4,2003
P07,C,AMMA,L,U,1,6,4,2003
P08,C,RAPI,A,U,1,6,4,2003
P08,C,FROTAD,L,U,14,6,4,2003
P11,C,AMMA,N,U,2,6,4,2003
T01,C,AMMA,A,M,1,6,4,2003
T01,C,AMMA,L,U,3,6,4,2003
T02,C,FROTAD,L,U,2,6,4,2003
T03,C,AMMA,A,F,2,6,4,2003
T03,C,AMMA,A,M,1,6,4,2003
T03,C,AMMA,N,U,4,6,4,2003
T09,C,FROTAD,L,U,57,6,4,2003
P01,C,NONE,NA,NA,0,7,1,2003
P02,C,RAPI,A,U,2,7,1,2003
P02,C,AMMA,L,U,15,7,1,2003
P03,C,FROTAD,L,U,141,7,1,2003
P04,C,AMMA,L,U,6,7,1,2003
P06,C,RAPI,A,U,2,7,1,2003
P07,C,AMMA,L,U,3,7,1,2003
P08,C,RAPI,A,U,1,7,1,2003
P08,C,FROTAD,L,U,106,7,1,2003
P11,C,NONE,NA,NA,0,7,1,2003
T01,C,AMMA,L,U,8,7,1,2003
T02,C,AMMA,A,F,1,7,1,2003
T02,C,AMMA,A,U,1,7,1,2003
T02,C,FROTAD,L,U,19,7,1,2003
T03,C,RAPI,A,U,1,7,1,2003
P01,C,AMMA,L,U,2,7,2,2003
P02,C,AMMA,L,U,5,7,2,2003
P03,C,FROTAD,L,U,79,7,2,2003
P04,C,AMMA,L,U,4,7,2,2003
P06,C,AMMA,L,U,1,7,2,2003
P07,C,AMMA,L,U,1,7,2,2003
P08,C,AMMA,A,F,1,7,2,2003
P08,C,AMMA,L,U,2,7,2,2003
P11,C,AMMA,L,U,2,7,2,2003
T01,C,AMMA,L,U,18,7,2,2003
T02,C,FROTAD,L,U,69,7,2,2003
T03,C,AMMA,L,U,2,7,2,2003
P01,C,RAPI,A,U,1,7,3,2003
P01,C,AMMA,L,U,1,7,3,2003
P02,C,AMMA,L,U,9,7,3,2003
P03,C,FROTAD,L,U,86,7,3,2003
P04,C,AMMA,L,U,14,7,3,2003
P06,C,AMMA,L,U,7,7,3,2003
P07,C,NONE,NA,NA,0,7,3,2003
P08,C,AMMA,L,U,1,7,3,2003
P08,C,FROTAD,L,U,183,7,3,2003
P11,C,NONE,NA,NA,0,7,3,2003
T01,C,AMMA,L,U,3,7,3,2003
T02,C,AMMA,A,F,2,7,3,2003
T02,C,FROTAD,L,U,18,7,3,2003
T03,C,AMMA,L,U,1,7,3,2003
P01,C,AMMA,L,U,8,7,4,2003
P02,C,AMMA,L,U,7,7,4,2003
P03,C,FROTAD,L,U,142,7,4,2003
P04,C,AMMA,L,U,5,7,4,2003
P06,C,AMMA,A,M,1,7,4,2003
P06,C,AMMA,L,U,3,7,4,2003
P07,C,RAPI,A,U,1,7,4,2003
P07,C,AMMA,L,U,4,7,4,2003
P08,C,AMMA,L,U,1,7,4,2003
P08,C,FROTAD,L,U,136,7,4,2003
P11,C,NONE,NA,NA,0,7,4,2003
T01,C,AMMA,L,U,1,7,4,2003
T01,C,AMMA,N,U,1,7,4,2003
T02,C,AMMA,A,F,1,7,4,2003
T02,C,AMMA,A,M,2,7,4,2003
T02,C,FROTAD,L,U,82,7,4,2003
T03,C,RAPI,A,U,2,7,4,2003
T03,C,AMMA,L,U,5,7,4,2003
P01,C,AMMA,A,U,1,8,1,2003
P01,C,AMMA,L,U,1,8,1,2003
P02,C,AMMA,N,M,2,8,1,2003
P02,C,RAPI,A,U,2,8,1,2003
P02,C,AMMA,L,U,39,8,1,2003
P03,C,RAPI,A,U,3,8,1,2003
P04,C,AMMA,A,F,2,8,1,2003
P04,C,AMMA,L,U,1,8,1,2003
P06,C,AMMA,L,U,2,8,1,2003
P06,C,AMMA,N,U,2,8,1,2003
P07,C,AMMA,L,U,7,8,1,2003
P08,C,NONE,NA,NA,0,8,1,2003
P11,C,RAPI,A,U,3,8,1,2003
P11,C,AMMA,L,U,3,8,1,2003
T01,C,AMMA,L,U,2,8,1,2003
T01,C,AMMA,N,U,1,8,1,2003
T02,C,NONE,NA,NA,0,8,1,2003
T03,C,AMMA,N,M,1,8,1,2003
T03,C,RAPI,A,U,1,8,1,2003
T03,C,AMMA,L,U,7,8,1,2003
P01,C,NONE,NA,NA,0,8,2,2003
P02,C,RAPI,A,U,1,8,2,2003
P02,C,AMMA,L,U,14,8,2,2003
P03,C,RAPI,A,U,3,8,2,2003
P04,C,AMMA,L,U,3,8,2,2003
P06,C,AMMA,A,M,1,8,2,2003
P06,C,RAPI,A,U,3,8,2,2003
P07,C,AMMA,L,U,12,8,2,2003
P08,C,RAPI,A,U,1,8,2,2003
P08,C,AMMA,L,U,1,8,2,2003
P11,C,NONE,NA,NA,0,8,2,2003
T01,C,NONE,NA,NA,0,8,2,2003
T02,C,RAPI,A,U,3,8,2,2003
T03,C,RAPI,A,U,1,8,2,2003
T03,C,AMMA,N,U,2,8,2,2003
P01,C,NONE,NA,NA,0,8,3,2003
P02,C,AMMA,A,M,1,8,3,2003
P02,C,AMMA,L,U,12,8,3,2003
P03,C,RAPI,A,U,1,8,3,2003
P04,C,AMMA,L,U,1,8,3,2003
P06,C,NONE,NA,NA,0,8,3,2003
P07,C,AMMA,L,U,6,8,3,2003
P08,C,RAPI,A,U,2,8,3,2003
P11,C,RAPI,A,U,3,8,3,2003
P11,C,AMMA,L,U,9,8,3,2003
P11,C,AMMA,N,U,7,8,3,2003
T01,C,RAPI,A,U,1,8,3,2003
T02,C,RAPI,A,U,3,8,3,2003
T03,C,AMMA,N,F,2,8,3,2003
T03,C,AMMA,N,M,1,8,3,2003
T03,C,AMMA,L,U,1,8,3,2003
T03,C,AMMA,N,U,4,8,3,2003
P01,C,RAPI,A,U,1,8,4,2003
P01,C,AMMA,L,U,5,8,4,2003
P02,C,AMMA,A,U,1,8,4,2003
P02,C,RAPI,A,U,2,8,4,2003
P02,C,AMMA,L,U,8,8,4,2003
P02,C,AMMA,N,U,3,8,4,2003
P03,C,NONE,NA,NA,0,8,4,2003
P04,C,AMMA,L,U,3,8,4,2003
P04,C,AMMA,N,U,2,8,4,2003
P06,C,AMMA,A,M,1,8,4,2003
P06,C,AMMA,N,M,1,8,4,2003
P06,C,RAPI,A,U,3,8,4,2003
P06,C,AMMA,L,U,12,8,4,2003
P07,C,RAPI,A,U,1,8,4,2003
P07,C,AMMA,L,U,12,8,4,2003
P08,C,RAPI,A,U,1,8,4,2003
P08,C,AMMA,N,U,1,8,4,2003
P11,C,AMMA,N,F,1,8,4,2003
P11,C,AMMA,N,M,4,8,4,2003
P11,C,RAPI,A,U,1,8,4,2003
P11,C,AMMA,L,U,32,8,4,2003
T01,C,AMMA,N,F,1,8,4,2003
T01,C,RAPI,A,U,4,8,4,2003
T01,C,AMMA,L,U,10,8,4,2003
T02,C,RAPI,A,U,2,8,4,2003
T03,C,AMMA,N,U,1,8,4,2003
P01,C,RAPI,A,U,2,9,1,2003
P02,C,RAPI,A,U,9,9,1,2003
P04,C,RAPI,A,U,4,9,1,2003
P06,C,RAPI,A,U,3,9,1,2003
P07,C,RAPI,A,U,2,9,1,2003
P08,C,NONE,NA,NA,0,9,1,2003
P11,C,NONE,NA,NA,0,9,1,2003
T01,C,RAPI,A,U,2,9,1,2003
T01,C,AMMA,L,U,1,9,1,2003
P01,C,AMMA,A,F,1,9,2,2003
P01,C,RAPI,A,U,1,9,2,2003
P01,C,AMMA,L,U,2,9,2,2003
P02,C,RAPI,A,U,5,9,2,2003
P02,C,AMMA,L,U,1,9,2,2003
P02,C,AMMA,L,U,1,9,2,2003
P04,C,RAPI,A,U,10,9,2,2003
P06,C,AMMA,N,F,2,9,2,2003
P06,C,RAPI,A,U,4,9,2,2003
P06,C,AMMA,L,U,4,9,2,2003
P07,C,RAPI,A,U,4,9,2,2003
P08,C,NONE,NA,NA,0,9,2,2003
P11,C,AMMA,N,M,1,9,2,2003
P11,C,RAPI,A,U,1,9,2,2003
T01,C,AMMA,L,U,5,9,2,2003
P01,C,RAPI,A,U,4,9,3,2003
P02,C,RAPI,A,U,1,9,3,2003
P02,C,AMMA,L,U,1,9,3,2003
P04,C,AMMA,A,F,1,9,3,2003
P04,C,RAPI,A,U,6,9,3,2003
P06,C,AMMA,N,F,1,9,3,2003
P06,C,RAPI,A,U,1,9,3,2003
P07,C,RAPI,A,U,2,9,3,2003
P08,C,NONE,NA,NA,0,9,3,2003
P11,C,NONE,NA,NA,0,9,3,2003
T01,C,AMMA,A,F,1,9,3,2003
P01,C,NONE,NA,NA,0,9,4,2003
P02,C,AMMA,A,M,2,9,4,2003
P02,C,RAPI,A,U,2,9,4,2003
P02,C,AMMA,L,U,1,9,4,2003
P04,C,AMMA,A,F,1,9,4,2003
P04,C,RAPI,A,U,6,9,4,2003
P04,C,AMMA,L,U,2,9,4,2003
P06,C,AMMA,N,M,1,9,4,2003
P06,C,RAPI,A,U,3,9,4,2003
P06,C,RAPI,A,U,6,9,4,2003
P06,C,AMMA,L,U,8,9,4,2003
P06,C,AMMA,L,U,9,9,4,2003
P07,C,RAPI,A,U,4,9,4,2003
P07,C,AMMA,L,U,2,9,4,2003
P08,C,NONE,NA,NA,0,9,4,2003
P11,C,RAPI,A,U,1,9,4,2003
T01,C,RAPI,A,U,1,9,4,2003
T01,C,AMMA,L,U,5,9,4,2003
P01,C,NONE,NA,NA,0,5,1,2004
P02,C,AMMA,A,M,1,5,1,2004
P03,C,NONE,NA,NA,0,5,1,2004
P04,C,NONE,NA,NA,0,5,1,2004
P06,C,AMMA,N,M,1,5,1,2004
P07,C,AMMA,A,F,0,5,1,2004
P08,C,NONE,NA,NA,0,5,1,2004
P11,C,AMMA,A,F,1,5,1,2004
P11,C,AMMA,N,F,1,5,1,2004
P11,C,AMMA,A,M,1,5,1,2004
P11,C,AMMA,N,M,3,5,1,2004
T01,C,AMMA,A,M,14,5,1,2004
T02,C,NONE,NA,NA,0,5,1,2004
T03,C,NONE,NA,NA,0,5,1,2004
T06,C,NONE,NA,NA,0,5,1,2004
P01,C,NONE,NA,NA,0,5,2,2004
P02,C,AMMA,A,F,2,5,2,2004
P02,C,AMMA,N,F,2,5,2,2004
P02,C,AMMA,A,M,14,5,2,2004
P02,C,AMMA,N,M,3,5,2,2004
P03,C,NONE,NA,NA,0,5,2,2004
P04,C,NONE,NA,NA,0,5,2,2004
P06,C,NONE,NA,NA,0,5,2,2004
P07,C,NONE,NA,NA,0,5,2,2004
P08,C,NONE,NA,NA,0,5,2,2004
P11,C,AMMA,N,F,2,5,2,2004
P11,C,AMMA,A,M,2,5,2,2004
P11,C,AMMA,N,M,3,5,2,2004
P11,C,RAPI,A,U,1,5,2,2004
T01,C,AMMA,A,M,5,5,2,2004
T02,C,NONE,NA,NA,0,5,2,2004
T03,C,NONE,NA,NA,0,5,2,2004
T06,C,RAPI,A,U,1,5,2,2004
P01,C,NONE,NA,NA,0,5,3,2004
P02,C,AMMA,A,M,1,5,3,2004
P02,C,AMMA,N,M,1,5,3,2004
P03,C,NONE,NA,NA,0,5,3,2004
P04,C,NONE,NA,NA,0,5,3,2004
P06,C,NONE,NA,NA,0,5,3,2004
P07,C,NONE,NA,NA,0,5,3,2004
P08,C,NONE,NA,NA,0,5,3,2004
P11,C,AMMA,N,F,4,5,3,2004
P11,C,AMMA,A,M,4,5,3,2004
P11,C,AMMA,N,M,9,5,3,2004
P11,C,RAPI,A,U,3,5,3,2004
T01,C,AMMA,A,M,6,5,3,2004
T02,C,NONE,NA,NA,0,5,3,2004
T03,C,NONE,NA,NA,0,5,3,2004
T06,C,NONE,NA,NA,0,5,3,2004
P01,C,NONE,NA,NA,0,5,4,2004
P02,C,RAPI,A,U,1,5,4,2004
P03,C,NONE,NA,NA,0,5,4,2004
P04,C,AMMA,A,F,2,5,4,2004
P06,C,RAPI,A,U,1,5,4,2004
P07,C,AMMA,A,F,1,5,4,2004
P08,C,NONE,NA,NA,0,5,4,2004
P11,C,NONE,NA,NA,0,5,4,2004
T01,C,AMMA,A,M,2,5,4,2004
T02,C,NONE,NA,NA,0,5,4,2004
T03,C,NONE,NA,NA,0,5,4,2004
T06,C,NONE,NA,NA,0,5,4,2004
P01,C,NONE,NA,NA,0,6,1,2004
P02,C,NONE,NA,NA,0,6,1,2004
P03,C,AMMA,A,F,1,6,1,2004
P03,C,FROTAD,L,U,10,6,1,2004
P04,C,NONE,NA,NA,0,6,1,2004
P06,C,NONE,NA,NA,0,6,1,2004
P07,C,NONE,NA,NA,0,6,1,2004
P08,C,NONE,NA,NA,0,6,1,2004
P11,C,AMMA,A,M,1,6,1,2004
P11,C,AMMA,N,M,1,6,1,2004
T01,C,NONE,NA,NA,0,6,1,2004
T02,C,AMMA,A,F,1,6,1,2004
T03,C,NONE,NA,NA,0,6,1,2004
T04,C,NONE,NA,NA,0,6,1,2004
T06,C,RAPI,A,U,1,6,1,2004
T06,C,FROTAD,L,U,23,6,1,2004
T07,C,NONE,NA,NA,0,6,1,2004
T09,C,NONE,NA,NA,0,6,1,2004
P01,C,NONE,NA,NA,0,6,2,2004
P02,C,AMMA,A,F,1,6,2,2004
P03,C,FROTAD,L,U,2,6,2,2004
P04,C,AMMA,A,M,1,6,2,2004
P06,C,AMMA,A,F,1,6,2,2004
P07,C,NONE,NA,NA,0,6,2,2004
P08,C,NONE,NA,NA,0,6,2,2004
P11,C,NONE,NA,NA,0,6,2,2004
T01,C,AMMA,A,M,1,6,2,2004
T02,C,NONE,NA,NA,0,6,2,2004
T03,C,NONE,NA,NA,0,6,2,2004
T04,C,NONE,NA,NA,0,6,2,2004
T06,C,FROTAD,L,U,8,6,2,2004
T07,C,NONE,NA,NA,0,6,2,2004
T09,C,NONE,NA,NA,0,6,2,2004
P01,C,NONE,NA,NA,0,6,3,2004
P02,C,NONE,NA,NA,0,6,3,2004
P03,C,FROTAD,L,U,1,6,3,2004
P04,C,NONE,NA,NA,0,6,3,2004
P06,C,NONE,NA,NA,0,6,3,2004
P07,C,NONE,NA,NA,0,6,3,2004
P08,C,NONE,NA,NA,0,6,3,2004
P11,C,NONE,NA,NA,0,6,3,2004
T01,C,CHPI,A,U,1,6,3,2004
T02,C,NONE,NA,NA,0,6,3,2004
T03,C,NONE,NA,NA,0,6,3,2004
T04,C,NONE,NA,NA,0,6,3,2004
T06,C,FROTAD,L,U,3,6,3,2004
T07,C,NONE,NA,NA,0,6,3,2004
T09,C,NONE,NA,NA,0,6,3,2004
P01,C,NONE,NA,NA,0,6,4,2004
P02,C,NONE,NA,NA,0,6,4,2004
P03,C,AMMA,A,F,1,6,4,2004
P04,C,NONE,NA,NA,0,6,4,2004
P06,C,NONE,NA,NA,0,6,4,2004
P07,C,NONE,NA,NA,0,6,4,2004
P08,C,AMMA,A,F,1,6,4,2004
P11,C,NONE,NA,NA,0,6,4,2004
T01,C,NONE,NA,NA,0,6,4,2004
T02,C,NONE,NA,NA,0,6,4,2004
T03,C,NONE,NA,NA,0,6,4,2004
T04,C,RAPI,A,U,1,6,4,2004
T06,C,FROTAD,L,U,5,6,4,2004
T07,C,NONE,NA,NA,0,6,4,2004
T09,C,NONE,NA,NA,0,6,4,2004
P02,C,AMMA,L,U,1,7,1,2004
P03,C,AMMA,A,F,1,7,1,2004
P03,C,FROTAD,L,U,44,7,1,2004
P04,C,NONE,NA,NA,0,7,1,2004
P06,C,AMMA,L,U,5,7,1,2004
P07,C,NONE,NA,NA,0,7,1,2004
P08,C,FROTAD,L,U,9,7,1,2004
P11,C,AMMA,L,U,6,7,1,2004
T01,C,AMMA,L,U,2,7,1,2004
T02,C,FROTAD,L,U,1,7,1,2004
T03,C,NONE,NA,NA,0,7,1,2004
T04,C,RAPI,A,U,1,7,1,2004
T06,C,FROTAD,L,U,116,7,1,2004
T07,C,NONE,NA,NA,0,7,1,2004
T09,C,FROTAD,L,U,1,7,1,2004
P01,C,AMMA,L,U,2,7,2,2004
P02,C,NONE,NA,NA,0,7,2,2004
P03,C,FROTAD,L,U,41,7,2,2004
P04,C,NONE,NA,NA,0,7,2,2004
P06,C,AMMA,L,U,2,7,2,2004
P07,C,NONE,NA,NA,0,7,2,2004
P08,C,FROTAD,L,U,5,7,2,2004
P11,C,RAPI,A,U,1,7,2,2004
P11,C,AMMA,L,U,6,7,2,2004
T01,C,AMMA,L,U,2,7,2,2004
T02,C,FROTAD,L,U,1,7,2,2004
T03,C,NONE,NA,NA,0,7,2,2004
T04,C,NONE,NA,NA,0,7,2,2004
T06,C,FROTAD,L,U,57,7,2,2004
T07,C,NONE,NA,NA,0,7,2,2004
T09,C,NONE,NA,NA,0,7,2,2004
P01,C,AMMA,L,U,1,7,3,2004
P02,C,NONE,NA,NA,0,7,3,2004
P03,C,AMMA,A,M,1,7,3,2004
P03,C,FROTAD,L,U,28,7,3,2004
P04,C,NONE,NA,NA,0,7,3,2004
P06,C,AMMA,L,U,1,7,3,2004
P07,C,NONE,NA,NA,0,7,3,2004
P08,C,FROTAD,L,U,15,7,3,2004
P11,C,RAPI,A,U,1,7,3,2004
P11,C,AMMA,L,U,13,7,3,2004
T01,C,AMMA,L,U,1,7,3,2004
T02,C,FROTAD,L,U,1,7,3,2004
T03,C,NONE,NA,NA,0,7,3,2004
T04,C,NONE,NA,NA,0,7,3,2004
T06,C,FROTAD,L,U,108,7,3,2004
T07,C,NONE,NA,NA,0,7,3,2004
T09,C,NONE,NA,NA,0,7,3,2004
P01,C,NONE,NA,NA,0,7,4,2004
P02,C,NONE,NA,NA,0,7,4,2004
P03,C,FROTAD,L,U,22,7,4,2004
P04,C,NONE,NA,NA,0,7,4,2004
P06,C,AMMA,L,U,1,7,4,2004
P07,C,NONE,NA,NA,0,7,4,2004
P08,C,FROTAD,L,U,21,7,4,2004
P11,C,AMMA,L,U,4,7,4,2004
T01,C,NONE,NA,NA,0,7,4,2004
T02,C,AMMA,A,M,1,7,4,2004
T03,C,NONE,NA,NA,0,7,4,2004
T04,C,RAPI,A,U,1,7,4,2004
T06,C,FROTAD,L,U,32,7,4,2004
T07,C,NONE,NA,NA,0,7,4,2004
T09,C,FROTAD,L,U,1,7,4,2004
P01,C,NONE,NA,NA,0,8,1,2004
P02,C,AMMA,L,U,5,8,1,2004
P03,C,FROTAD,L,U,59,8,1,2004
P04,C,AMMA,L,U,3,8,1,2004
P06,C,RAPI,A,U,1,8,1,2004
P06,C,AMMA,L,U,7,8,1,2004
P07,C,NONE,NA,NA,0,8,1,2004
P08,C,NONE,NA,NA,0,8,1,2004
P11,C,AMMA,L,U,13,8,1,2004
T01,C,NONE,NA,NA,0,8,1,2004
T02,C,NONE,NA,NA,0,8,1,2004
T03,C,NONE,NA,NA,0,8,1,2004
T04,C,RAPI,A,U,1,8,1,2004
T06,C,FROTAD,L,U,111,8,1,2004
T06,C,FROTAD,L,U,297,8,1,2004
T07,C,RAPI,A,U,1,8,1,2004
T09,C,FROTAD,L,U,3,8,1,2004
P01,C,NONE,NA,NA,0,8,2,2004
P02,C,RAPI,A,U,1,8,2,2004
P02,C,AMMA,L,U,3,8,2,2004
P03,C,FROTAD,L,U,16,8,2,2004
P04,C,AMMA,L,U,2,8,2,2004
P06,C,AMMA,L,U,2,8,2,2004
P07,C,NONE,NA,NA,0,8,2,2004
P08,C,NONE,NA,NA,0,8,2,2004
P11,C,AMMA,L,U,15,8,2,2004
T01,C,NONE,NA,NA,0,8,2,2004
T02,C,NONE,NA,NA,0,8,2,2004
T03,C,NONE,NA,NA,0,8,2,2004
T04,C,RAPI,A,U,2,8,2,2004
T06,C,FROTAD,L,U,66,8,2,2004
T07,C,RAPI,A,U,1,8,2,2004
T09,C,RAPI,A,U,1,8,2,2004
P01,C,AMMA,L,U,3,8,3,2004
P02,C,AMMA,L,U,3,8,3,2004
P03,C,AMMA,L,U,1,8,3,2004
P03,C,FROTAD,L,U,5,8,3,2004
P04,C,AMMA,L,U,2,8,3,2004
P06,C,AMMA,L,U,6,8,3,2004
P07,C,NONE,NA,NA,0,8,3,2004
P08,C,NONE,NA,NA,0,8,3,2004
P11,C,AMMA,L,U,17,8,3,2004
T01,C,AMMA,L,U,1,8,3,2004
T02,C,NONE,NA,NA,0,8,3,2004
T03,C,NONE,NA,NA,0,8,3,2004
T04,C,RAPI,A,U,3,8,3,2004
T06,C,FROTAD,L,U,31,8,3,2004
T07,C,NONE,NA,NA,0,8,3,2004
T09,C,NONE,NA,NA,0,8,3,2004
P01,C,AMMA,L,U,1,8,4,2004
P02,C,AMMA,L,U,11,8,4,2004
P03,C,RAPI,A,U,1,8,4,2004
P03,C,FROTAD,L,U,2,8,4,2004
P04,C,AMMA,L,U,9,8,4,2004
P06,C,AMMA,L,U,2,8,4,2004
P07,C,NONE,NA,NA,0,8,4,2004
P08,C,RAPI,A,U,1,8,4,2004
P08,C,FROTAD,L,U,1,8,4,2004
P11,C,AMMA,N,F,2,8,4,2004
P11,C,AMMA,L,U,53,8,4,2004
T01,C,RAPI,A,U,2,8,4,2004
T01,C,AMMA,L,U,3,8,4,2004
T02,C,NONE,NA,NA,0,8,4,2004
T03,C,NONE,NA,NA,0,8,4,2004
T04,C,RASY,A,U,1,8,4,2004
T06,C,RAPI,A,U,1,8,4,2004
T06,C,FROTAD,L,U,29,8,4,2004
T07,C,RAPI,A,U,1,8,4,2004
T09,C,FROTAD,L,U,1,8,4,2004
P01,C,NONE,NA,NA,0,9,1,2004
P02,C,AMMA,A,F,1,9,1,2004
P03,C,NONE,NA,NA,0,9,1,2004
P04,C,NONE,NA,NA,0,9,1,2004
P06,C,RAPI,A,U,2,9,1,2004
P07,C,RAPI,A,U,1,9,1,2004
P08,C,RAPI,A,U,1,9,1,2004
P11,C,AMMA,L,U,4,9,1,2004
T01,C,NONE,NA,NA,0,9,1,2004
T02,C,NONE,NA,NA,0,9,1,2004
T03,C,RAPI,A,U,1,9,1,2004
T04,C,RAPI,A,U,1,9,1,2004
T06,C,RAPI,A,U,1,9,1,2004
T06,C,FROTAD,L,U,1,9,1,2004
T07,C,NONE,NA,NA,0,9,1,2004
T09,C,NONE,NA,NA,0,9,1,2004
P01,C,AMMA,L,U,1,9,2,2004
P02,C,AMMA,L,U,1,9,2,2004
P03,C,NONE,NA,NA,0,9,2,2004
P04,C,RAPI,A,U,2,9,2,2004
P04,C,AMMA,L,U,2,9,2,2004
P06,C,RAPI,A,U,2,9,2,2004
P06,C,AMMA,L,U,8,9,2,2004
P07,C,NONE,NA,NA,0,9,2,2004
P08,C,NONE,NA,NA,0,9,2,2004
P11,C,RAPI,A,U,2,9,2,2004
P11,C,AMMA,L,U,39,9,2,2004
T01,C,AMMA,L,U,5,9,2,2004
T02,C,NONE,NA,NA,0,9,2,2004
T03,C,NONE,NA,NA,0,9,2,2004
T04,C,NONE,NA,NA,0,9,2,2004
T06,C,FROTAD,L,U,2,9,2,2004
T07,C,NONE,NA,NA,0,9,2,2004
T09,C,NONE,NA,NA,0,9,2,2004
P01,C,NONE,NA,NA,0,9,3,2004
P02,C,AMMA,L,U,1,9,3,2004
P03,C,NONE,NA,NA,0,9,3,2004
P04,C,NONE,NA,NA,0,9,3,2004
P06,C,AMMA,L,U,3,9,3,2004
P07,C,RAPI,A,U,1,9,3,2004
P07,C,AMMA,L,U,3,9,3,2004
P08,C,RAPI,A,U,1,9,3,2004
P11,C,AMMA,L,U,27,9,3,2004
T01,C,AMMA,A,M,1,9,3,2004
T01,C,AMMA,L,U,1,9,3,2004
T02,C,NONE,NA,NA,0,9,3,2004
T03,C,NONE,NA,NA,0,9,3,2004
T04,C,RAPI,A,U,1,9,3,2004
T06,C,FROTAD,L,U,4,9,3,2004
T07,C,NONE,NA,NA,0,9,3,2004
T09,C,NONE,NA,NA,0,9,3,2004
P01,C,AMMA,A,F,1,9,4,2004
P01,C,RAPI,A,U,1,9,4,2004
P01,C,AMMA,L,U,5,9,4,2004
P02,C,RAPI,A,U,2,9,4,2004
P02,C,AMMA,L,U,1,9,4,2004
P03,C,NONE,NA,NA,0,9,4,2004
P04,C,RAPI,A,U,1,9,4,2004
P06,C,RAPI,A,U,2,9,4,2004
P06,C,AMMA,L,U,5,9,4,2004
P07,C,AMMA,A,F,1,9,4,2004
P07,C,RAPI,A,U,12,9,4,2004
P07,C,AMMA,L,U,2,9,4,2004
P08,C,NONE,NA,NA,0,9,4,2004
