"park","plot","visit","genus_species","quadrat","occurrence"
"Litchfield","16","T3","Fimbristylis densa","19",1
"Litchfield","16","T3","Eriachne avenacea","19",10
"Litchfield","16","T3","Crotalaria montana","19",1
"Litchfield","16","T3","Austrodolichos errabundus","19",1
"Litchfield","16","T3","Desmodium brownii","19",1
"Litchfield","16","T3","Themeda triandra","20",5
"Litchfield","16","T3","Fimbristylis pauciflora","20",1
"Litchfield","16","T3","Heliotropium ventricosum","20",1
"Litchfield","16","T3","Eriachne avenacea","20",10
"Litchfield","16","T3","Sehima nervosum","20",10
"Litchfield","16","T3","Spermacoce leptoloba","20",1
"Litchfield","16","T3","Stackhousia intermedia","20",1
"Litchfield","16","T3","Tephrosia bifacialis","20",5
"Litchfield","16","T3","Crotalaria montana","20",1
"Litchfield","16","T3","Cartonema spicatum","21",1
"Litchfield","16","T3","Thaumastochloa major","21",1
"Litchfield","16","T3","Crotalaria montana","21",1
"Litchfield","16","T3","Stackhousia intermedia","21",1
"Litchfield","16","T3","Spermacoce leptoloba","21",1
"Litchfield","16","T3","Sauropus glaucus","21",1
"Litchfield","16","T3","Mnesithea formosa","21",1
"Litchfield","16","T3","Eriachne avenacea","21",20
"Litchfield","16","T3","Heteropogon triticeus","21",5
"Litchfield","16","T3","Stackhousia intermedia","22",1
"Litchfield","16","T3","Eriachne avenacea","22",5
"Litchfield","16","T3","Sehima nervosum","22",5
"Litchfield","16","T3","Fimbristylis macrantha","22",1
"Litchfield","16","T3","Crotalaria montana","22",1
"Litchfield","16","T3","Heteropogon triticeus","22",5
"Litchfield","16","T3","Themeda triandra","22",10
"Litchfield","16","T3","Spermacoce leptoloba","22",5
"Litchfield","16","T3","Spermacoce leptoloba","23",5
"Litchfield","16","T3","Themeda triandra","23",10
"Litchfield","16","T3","Thaumastochloa major","23",1
"Litchfield","16","T3","Desmodium pullenii","23",5
"Litchfield","16","T3","Austrodolichos errabundus","23",1
"Litchfield","16","T3","Eriachne avenacea","23",15
"Litchfield","16","T3","Heliotropium ventricosum","23",1
"Litchfield","16","T3","Heteropogon triticeus","23",15
"Litchfield","16","T3","Mnesithea formosa","23",1
"Litchfield","16","T3","Stackhousia intermedia","23",1
"Litchfield","16","T3","Eriachne avenacea","24",10
"Litchfield","16","T3","Polygala glaucoides","24",1
"Litchfield","16","T3","Crotalaria montana","24",1
"Litchfield","16","T3","Austrodolichos errabundus","24",10
"Litchfield","16","T3","Heteropogon triticeus","24",30
"Litchfield","16","T3","Alysicarpus schomburgkii","24",1
"Litchfield","16","T3","Helicteres darwinensis","25",1
"Litchfield","16","T3","Heteropogon triticeus","25",15
"Litchfield","16","T3","Spermacoce leptoloba","25",1
"Litchfield","16","T3","Sehima nervosum","25",5
"Litchfield","16","T3","Fimbristylis densa","25",1
"Litchfield","16","T3","Alysicarpus schomburgkii","25",1
"Litchfield","16","T3","Austrodolichos errabundus","25",5
"Litchfield","16","T3","Eriachne avenacea","25",5
"Litchfield","16","T3","Spermacoce leptoloba","26",5
"Litchfield","16","T3","Heliotropium ventricosum","26",1
"Litchfield","16","T3","Heteropogon triticeus","26",10
"Litchfield","16","T3","Stackhousia intermedia","26",1
"Litchfield","16","T3","Tephrosia bifacialis","26",5
"Litchfield","16","T3","Eriachne avenacea","26",10
"Litchfield","16","T3","Crotalaria montana","26",1
"Litchfield","16","T3","Cartonema spicatum","26",1
"Litchfield","16","T3","Austrodolichos errabundus","26",1
"Litchfield","16","T3","Helicteres darwinensis","26",5
"Litchfield","16","T3","Sehima nervosum","26",5
"Litchfield","16","T3","Sehima nervosum","27",10
"Litchfield","16","T3","Spermacoce leptoloba","27",1
"Litchfield","16","T3","Fimbristylis pauciflora","27",1
"Litchfield","16","T3","Cartonema spicatum","27",1
"Litchfield","16","T3","Heteropogon triticeus","27",10
"Litchfield","16","T3","Heliotropium ventricosum","27",1
"Litchfield","16","T3","Eriachne avenacea","27",10
"Litchfield","16","T3","Austrodolichos errabundus","27",1
"Litchfield","16","T3","Euphorbia muelleri","27",1
"Litchfield","16","T3","Cartonema spicatum","28",1
"Litchfield","16","T3","Crotalaria montana","28",1
"Litchfield","16","T3","Spermacoce leptoloba","28",1
"Litchfield","16","T3","Helicteres darwinensis","28",5
"Litchfield","16","T3","Austrodolichos errabundus","28",1
"Litchfield","16","T3","Alysicarpus schomburgkii","28",1
"Litchfield","16","T3","Stackhousia intermedia","28",1
"Litchfield","16","T3","Sehima nervosum","28",10
"Litchfield","16","T3","Heteropogon triticeus","28",10
"Litchfield","16","T3","Heliotropium ventricosum","28",1
"Litchfield","16","T3","Eriachne avenacea","28",20
"Litchfield","16","T3","Themeda triandra","28",5
"Litchfield","16","T3","Heteropogon triticeus","29",5
"Litchfield","16","T3","Tephrosia bifacialis","29",1
"Litchfield","16","T3","Sehima nervosum","29",10
"Litchfield","16","T3","Alysicarpus schomburgkii","29",1
"Litchfield","16","T3","Desmodium brownii","29",1
"Litchfield","16","T3","Austrodolichos errabundus","29",1
"Litchfield","16","T3","Spermacoce leptoloba","29",1
"Litchfield","16","T3","Thaumastochloa major","29",1
"Litchfield","16","T3","Themeda triandra","29",5
"Litchfield","16","T3","Polygala glaucoides","29",1
"Litchfield","16","T3","Eriachne avenacea","29",10
"Litchfield","16","T3","Fimbristylis densa","29",1
"Litchfield","16","T3","Heliotropium ventricosum","29",1
"Litchfield","16","T3","Sehima nervosum","30",10
"Litchfield","16","T3","Cartonema spicatum","30",1
"Litchfield","16","T3","Crotalaria montana","30",1
"Litchfield","16","T3","Eriachne avenacea","30",20
"Litchfield","16","T3","Heteropogon triticeus","30",10
"Litchfield","16","T3","Spermacoce leptoloba","30",1
"Litchfield","16","T3","Themeda triandra","30",5
"Litchfield","16","T3","Austrodolichos errabundus","30",1
"Litchfield","16","T3","Schizachyrium fragile","30",1
"Litchfield","16","T3","Helicteres darwinensis","30",5
"Litchfield","16","T3","Austrodolichos errabundus","31",1
"Litchfield","16","T3","Heliotropium ventricosum","31",1
"Litchfield","16","T3","Haemodorum brevicaule","31",1
"Litchfield","16","T3","Fimbristylis densa","31",1
"Litchfield","16","T3","Eriachne avenacea","31",10
"Litchfield","16","T3","Crotalaria montana","31",1
"Litchfield","16","T3","Cartonema spicatum","31",1
"Litchfield","16","T3","Polygala glaucoides","31",1
"Litchfield","16","T3","Themeda triandra","31",5
"Litchfield","16","T3","Sorghum timorense","31",5
"Litchfield","16","T3","Thaumastochloa major","31",1
"Litchfield","16","T3","Spermacoce leptoloba","31",1
"Litchfield","16","T3","Sehima nervosum","31",10
"Litchfield","16","T3","Schizachyrium fragile","31",1
"Litchfield","16","T3","Heteropogon triticeus","31",10
"Litchfield","16","T3","Alysicarpus schomburgkii","31",1
"Litchfield","16","T3","Crotalaria montana","32",1
"Litchfield","16","T3","Sehima nervosum","32",5
"Litchfield","16","T3","Eriachne avenacea","32",10
"Litchfield","16","T3","Helicteres darwinensis","32",5
"Litchfield","16","T3","Cartonema spicatum","32",1
"Litchfield","16","T3","Schizachyrium fragile","32",1
"Litchfield","16","T3","Themeda triandra","32",5
"Litchfield","16","T3","Alysicarpus schomburgkii","32",1
"Litchfield","16","T3","Sorghum timorense","32",10
"Litchfield","16","T3","Spermacoce leptoloba","32",1
"Litchfield","16","T3","Austrodolichos errabundus","32",5
"Litchfield","16","T3","Thaumastochloa major","33",1
"Litchfield","16","T3","Austrodolichos errabundus","33",1
"Litchfield","16","T3","Heteropogon triticeus","33",10
"Litchfield","16","T3","Helicteres darwinensis","33",5
"Litchfield","16","T3","Sorghum timorense","33",5
"Litchfield","16","T3","Schizachyrium fragile","33",1
"Litchfield","16","T3","Heliotropium ventricosum","33",1
"Litchfield","16","T3","Alysicarpus schomburgkii","33",1
"Litchfield","16","T3","Eriachne avenacea","33",10
"Litchfield","16","T3","Crotalaria montana","33",1
"Litchfield","16","T3","Cartonema spicatum","33",1
"Litchfield","16","T3","Themeda triandra","34",5
"Litchfield","16","T3","Eriachne avenacea","34",1
"Litchfield","16","T3","Helicteres darwinensis","34",5
"Litchfield","16","T3","Sorghum timorense","34",10
"Litchfield","16","T3","Sehima nervosum","34",5
"Litchfield","16","T3","Spermacoce leptoloba","34",1
"Litchfield","16","T3","Crotalaria montana","34",1
"Litchfield","16","T3","Goodenia holtzeana","34",1
"Litchfield","16","T3","Sorghum timorense","35",10
"Litchfield","16","T3","Thaumastochloa major","35",1
"Litchfield","16","T3","Heliotropium ventricosum","35",1
"Litchfield","16","T3","Cartonema spicatum","35",1
"Litchfield","16","T3","Austrodolichos errabundus","35",1
"Litchfield","16","T3","Desmodium pullenii","35",1
"Litchfield","16","T3","Crotalaria montana","35",1
"Litchfield","16","T3","Eriachne avenacea","35",10
"Litchfield","16","T3","Spermacoce leptoloba","35",1
"Litchfield","16","T3","Polygala glaucoides","36",1
"Litchfield","16","T3","Goodenia holtzeana","36",1
"Litchfield","16","T3","Helicteres darwinensis","36",1
"Litchfield","16","T3","Sorghum timorense","36",10
"Litchfield","16","T3","Schizachyrium fragile","36",1
"Litchfield","16","T3","Spermacoce leptoloba","36",1
"Litchfield","16","T3","Desmodium brownii","36",1
"Litchfield","16","T3","Heteropogon triticeus","36",5
"Litchfield","16","T3","Crotalaria montana","36",1
"Litchfield","16","T3","Themeda triandra","36",10
"Litchfield","16","T3","Eriachne avenacea","36",10
"Litchfield","16","T3","Alysicarpus schomburgkii","36",1
"Litchfield","16","T3","Austrodolichos errabundus","36",5
"Litchfield","16","T3","Sorghum timorense","37",30
"Litchfield","16","T3","Desmodium brownii","37",1
"Litchfield","16","T3","Themeda triandra","37",5
"Litchfield","16","T3","Eriachne avenacea","37",5
"Litchfield","16","T3","Helicteres darwinensis","37",1
"Litchfield","16","T3","Polygala glaucoides","37",1
"Litchfield","16","T3","Hibbertia brevipedunculata","37",1
"Litchfield","16","T3","Schizachyrium fragile","37",1
"Litchfield","16","T3","Spermacoce leptoloba","37",1
"Litchfield","16","T3","Sehima nervosum","37",5
"Litchfield","16","T3","Austrodolichos errabundus","37",5
"Litchfield","16","T3","Heteropogon triticeus","38",10
"Litchfield","16","T3","Crotalaria montana","38",1
"Litchfield","16","T3","Eriachne avenacea","38",5
"Litchfield","16","T3","Fimbristylis densa","38",1
"Litchfield","16","T3","Helicteres darwinensis","38",1
"Litchfield","16","T3","Heliotropium ventricosum","38",1
"Litchfield","16","T3","Sorghum timorense","38",20
"Litchfield","16","T3","Desmodium brownii","38",1
"Litchfield","16","T3","Spermacoce leptoloba","38",1
"Litchfield","16","T3","Mnesithea formosa","38",1
"Litchfield","16","T3","Spermacoce leptoloba","39",1
"Litchfield","16","T3","Austrodolichos errabundus","39",1
"Litchfield","16","T3","Crotalaria montana","39",1
"Litchfield","16","T3","Desmodium brownii","39",1
"Litchfield","16","T3","Eriachne avenacea","39",1
"Litchfield","16","T3","Helicteres darwinensis","39",1
"Litchfield","16","T3","Sorghum timorense","39",20
"Litchfield","16","T3","Sehima nervosum","39",5
"Litchfield","16","T3","Schizachyrium fragile","39",1
"Litchfield","16","T3","Themeda triandra","39",10
"Litchfield","16","T3","Themeda triandra","40",10
"Litchfield","16","T3","Helicteres darwinensis","40",5
"Litchfield","16","T3","Eriachne avenacea","40",5
"Litchfield","16","T3","Crotalaria montana","40",1
"Litchfield","16","T3","Austrodolichos errabundus","40",1
"Litchfield","16","T3","Alysicarpus schomburgkii","40",1
"Litchfield","16","T3","Thaumastochloa major","40",1
"Litchfield","16","T3","Sorghum timorense","40",10
"Litchfield","16","T3","Drosera petiolaris","40",1
"Litchfield","16","T5","Alloteropsis semialata","1",5
"Litchfield","16","T5","Drosera petiolaris","1",1
"Litchfield","16","T5","Eriachne avenacea","1",2
"Litchfield","16","T5","Sorghum intrans","1",5
"Litchfield","16","T5","Themeda triandra","1",15
"Litchfield","16","T5","Fimbristylis densa","2",2
"Litchfield","16","T5","Sorghum intrans","2",10
"Litchfield","16","T5","Themeda triandra","2",2
"Litchfield","16","T5","Mitrasacme retroloba","2",1
"Litchfield","16","T5","Eriachne avenacea","2",10
"Litchfield","16","T5","Heteropogon triticeus","3",10
"Litchfield","16","T5","Austrodolichos errabundus","3",1
"Litchfield","16","T5","Eriachne avenacea","3",10
"Litchfield","16","T5","Heliotropium ventricosum","3",1
"Litchfield","16","T5","Sehima nervosum","3",5
"Litchfield","16","T5","Sorghum intrans","3",5
"Litchfield","16","T5","Stackhousia intermedia","3",1
"Litchfield","16","T5","Themeda triandra","3",10
"Litchfield","16","T5","Fimbristylis densa","3",1
"Litchfield","16","T5","Alysicarpus schomburgkii","4",1
"Litchfield","16","T5","Cartonema spicatum","4",1
"Litchfield","16","T5","Eriachne avenacea","4",10
"Litchfield","16","T5","Fimbristylis densa","4",5
"Litchfield","16","T5","Goodenia holtzeana","4",1
"Litchfield","16","T5","Sehima nervosum","4",5
"Litchfield","16","T5","Sorghum intrans","4",1
"Litchfield","16","T5","Spermacoce leptoloba","4",1
"Litchfield","16","T5","Stackhousia intermedia","4",1
"Litchfield","16","T5","Themeda triandra","4",15
"Litchfield","16","T5","Eriachne avenacea","5",5
"Litchfield","16","T5","Tephrosia bifacialis","5",1
"Litchfield","16","T5","Heliotropium ventricosum","5",1
"Litchfield","16","T5","Heteropogon triticeus","5",5
"Litchfield","16","T5","Hybanthus enneaspermus","5",2
"Litchfield","16","T5","Polygala glaucoides","5",1
"Litchfield","16","T5","Sehima nervosum","5",10
"Litchfield","16","T5","Sorghum intrans","5",10
"Litchfield","16","T5","Austrodolichos errabundus","5",1
"Litchfield","16","T5","Austrodolichos errabundus","6",5
"Litchfield","16","T5","Eriachne avenacea","6",5
"Litchfield","16","T5","Heteropogon triticeus","6",5
"Litchfield","16","T5","Sehima nervosum","6",10
"Litchfield","16","T5","Spermacoce leptoloba","6",1
"Litchfield","16","T5","Themeda triandra","6",5
"Litchfield","16","T5","Austrodolichos errabundus","7",5
"Litchfield","16","T5","Eriachne avenacea","7",5
"Litchfield","16","T5","Heteropogon triticeus","7",10
"Litchfield","16","T5","Polygala glaucoides","7",1
"Litchfield","16","T5","Themeda triandra","7",10
"Litchfield","16","T5","Sehima nervosum","7",20
"Litchfield","16","T5","Sorghum intrans","7",2
"Litchfield","16","T5","Sehima nervosum","8",15
"Litchfield","16","T5","Heteropogon triticeus","8",10
"Litchfield","16","T5","Eriachne avenacea","8",10
"Litchfield","16","T5","Crotalaria verrucosa","8",1
"Litchfield","16","T5","Sorghum intrans","8",5
"Litchfield","16","T5","Spermacoce leptoloba","9",1
"Litchfield","16","T5","Themeda triandra","9",10
"Litchfield","16","T5","Sorghum intrans","9",15
"Litchfield","16","T5","Austrodolichos errabundus","9",5
"Litchfield","16","T5","Heliotropium ventricosum","9",1
"Litchfield","16","T5","Eriachne avenacea","9",10
"Litchfield","16","T5","Polygala glaucoides","9",1
"Litchfield","16","T5","Sehima nervosum","9",15
"Litchfield","16","T5","Sehima nervosum","10",20
"Litchfield","16","T5","Polygala glaucoides","10",1
"Litchfield","16","T5","Mitrasacme retroloba","10",1
"Litchfield","16","T5","Heliotropium ventricosum","10",2
"Litchfield","16","T5","Fimbristylis densa","10",1
"Litchfield","16","T5","Eriachne avenacea","10",10
"Litchfield","16","T5","Crotalaria verrucosa","10",1
"Litchfield","16","T5","Austrodolichos errabundus","10",5
"Litchfield","16","T5","Spermacoce leptoloba","10",1
"Litchfield","16","T5","Themeda triandra","10",5
"Litchfield","16","T5","Eriachne avenacea","11",10
"Litchfield","16","T5","Heliotropium ventricosum","11",1
"Litchfield","16","T5","Mitrasacme retroloba","11",1
"Litchfield","16","T5","Sehima nervosum","11",25
"Litchfield","16","T5","Sorghum intrans","11",10
"Litchfield","16","T5","Spermacoce leptoloba","11",1
"Litchfield","16","T5","Austrodolichos errabundus","11",1
"Litchfield","16","T5","Themeda triandra","12",5
"Litchfield","16","T5","Spermacoce leptoloba","12",1
"Litchfield","16","T5","Sehima nervosum","12",15
"Litchfield","16","T5","Heteropogon triticeus","12",5
"Litchfield","16","T5","Eriachne avenacea","12",10
"Litchfield","16","T5","Austrodolichos errabundus","12",2
"Litchfield","16","T5","Crotalaria verrucosa","12",1
"Litchfield","16","T5","Heliotropium ventricosum","13",1
"Litchfield","16","T5","Spermacoce leptoloba","13",1
"Litchfield","16","T5","Sorghum intrans","13",15
"Litchfield","16","T5","Heteropogon triticeus","13",1
"Litchfield","16","T5","Eriachne avenacea","13",10
"Litchfield","16","T5","Crotalaria verrucosa","13",1
"Litchfield","16","T5","Alysicarpus schomburgkii","13",1
"Litchfield","16","T5","Sehima nervosum","13",5
"Litchfield","16","T5","Austrodolichos errabundus","14",5
"Litchfield","16","T5","Crotalaria verrucosa","14",1
"Litchfield","16","T5","Eriachne avenacea","14",10
"Litchfield","16","T5","Heliotropium ventricosum","14",1
"Litchfield","16","T5","Heteropogon triticeus","14",15
"Litchfield","16","T5","Sehima nervosum","14",15
"Litchfield","16","T5","Stackhousia intermedia","14",1
"Litchfield","16","T5","Euphorbia muelleri","15",1
"Litchfield","16","T5","Austrodolichos errabundus","15",1
"Litchfield","16","T5","Eriachne ciliata","15",5
"Litchfield","16","T5","Heteropogon triticeus","15",10
"Litchfield","16","T5","Spermacoce leptoloba","15",1
"Litchfield","16","T5","Uraria lagopodioides","15",1
"Litchfield","16","T5","Eriachne avenacea","15",20
"Litchfield","16","T5","Cartonema spicatum","16",1
"Litchfield","16","T5","Austrodolichos errabundus","16",1
"Litchfield","16","T5","Eriachne avenacea","16",50
"Litchfield","16","T5","Euphorbia muelleri","16",2
"Litchfield","16","T5","Heteropogon triticeus","16",5
"Litchfield","16","T5","Sehima nervosum","16",10
