"park","plot","visit","quadrat","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Nitmiluk","27","T5","15",25,5,0,"0"
"Nitmiluk","27","T5","15",25,5,0,"0"
"Nitmiluk","27","T5","16",20,15,0,"0"
"Nitmiluk","27","T5","16",20,15,0,"0"
"Nitmiluk","27","T5","17",20,50,0,"0"
"Nitmiluk","27","T5","17",20,50,0,"0"
"Nitmiluk","27","T5","18",25,5,0,"0"
"Nitmiluk","27","T5","18",25,5,0,"0"
"Nitmiluk","27","T5","19",30,35,0,"0"
"Nitmiluk","27","T5","19",30,35,0,"0"
"Nitmiluk","27","T5","20",40,5,0,"0"
"Nitmiluk","27","T5","20",30,5,0,"0"
"Nitmiluk","27","T5","21",30,5,0,"0"
"Nitmiluk","27","T5","21",40,5,0,"0"
"Nitmiluk","27","T5","22",35,5,0,"0"
"Nitmiluk","27","T5","22",35,5,0,"0"
"Nitmiluk","27","T5","23",25,5,0,"0"
"Nitmiluk","27","T5","23",25,5,0,"0"
"Nitmiluk","27","T5","24",25,20,0,"0"
"Nitmiluk","27","T5","24",25,20,0,"0"
"Nitmiluk","27","T5","25",20,5,0,"0"
"Nitmiluk","27","T5","25",20,5,0,"0"
"Nitmiluk","27","T5","26",30,15,0,"0"
"Nitmiluk","27","T5","26",30,15,0,"0"
"Nitmiluk","27","T5","27",25,5,0,"0"
"Nitmiluk","27","T5","27",25,5,0,"0"
"Nitmiluk","27","T5","28",25,5,0,"1"
"Nitmiluk","27","T5","28",25,5,0,"1"
"Nitmiluk","27","T5","29",25,5,0,"1"
"Nitmiluk","27","T5","29",25,5,0,"1"
"Nitmiluk","27","T5","30",30,5,0,"0"
"Nitmiluk","27","T5","30",30,5,0,"0"
"Nitmiluk","27","T5","31",20,5,0,"0"
"Nitmiluk","27","T5","31",20,5,0,"0"
"Nitmiluk","27","T5","32",30,10,0,"0"
"Nitmiluk","27","T5","32",30,10,0,"0"
"Nitmiluk","27","T5","33",40,20,0,"0"
"Nitmiluk","27","T5","33",40,20,0,"0"
"Nitmiluk","27","T5","34",55,30,0,"0"
"Nitmiluk","27","T5","34",55,30,0,"0"
"Nitmiluk","27","T5","35",55,15,0,"0"
"Nitmiluk","27","T5","35",55,0,0,"0"
"Nitmiluk","27","T5","36",60,15,0,"1"
"Nitmiluk","27","T5","36",60,15,0,"1"
"Nitmiluk","27","T5","37",30,10,0,"0"
"Nitmiluk","27","T5","37",30,10,0,"0"
"Nitmiluk","27","T5","38",40,10,0,"0"
"Nitmiluk","27","T5","38",40,10,0,"0"
"Nitmiluk","27","T5","39",40,5,0,"0"
"Nitmiluk","27","T5","39",40,5,0,"0"
"Nitmiluk","27","T5","40",45,5,0,"0"
"Nitmiluk","27","T5","40",45,5,0,"0"
"Nitmiluk","28","T1","1",40,0,0,"0"
"Nitmiluk","28","T1","2",10,0,0,"0"
"Nitmiluk","28","T1","3",15,0,0,"0"
"Nitmiluk","28","T1","4",30,0,0,"0"
"Nitmiluk","28","T1","5",50,1,0,"0"
"Nitmiluk","28","T1","6",30,1,0,"0"
"Nitmiluk","28","T1","7",20,5,0,"0"
"Nitmiluk","28","T1","8",30,5,0,"0"
"Nitmiluk","28","T1","9",20,0,0,"0"
"Nitmiluk","28","T1","10",60,5,0,"0"
"Nitmiluk","28","T1","11",10,0,0,"0"
"Nitmiluk","28","T1","12",30,0,0,"0"
"Nitmiluk","28","T1","13",10,0,0,"0"
"Nitmiluk","28","T1","14",30,0,0,"0"
"Nitmiluk","28","T1","15",40,5,0,"0"
"Nitmiluk","28","T1","16",30,5,0,"0"
"Nitmiluk","28","T1","17",20,1,0,"0"
"Nitmiluk","28","T1","18",30,0,0,"1"
"Nitmiluk","28","T1","19",50,5,0,"1"
"Nitmiluk","28","T1","20",30,5,0,"1"
"Nitmiluk","28","T1","21",20,5,0,"0"
"Nitmiluk","28","T1","22",20,0,0,"0"
"Nitmiluk","28","T1","23",20,1,0,"0"
"Nitmiluk","28","T1","24",15,1,0,"1"
"Nitmiluk","28","T1","25",15,1,0,"1"
"Nitmiluk","28","T1","26",10,1,0,"0"
"Nitmiluk","28","T1","27",10,0,0,"0"
"Nitmiluk","28","T1","28",20,5,0,"0"
"Nitmiluk","28","T1","29",20,15,0,"0"
"Nitmiluk","28","T1","30",10,1,0,"0"
"Nitmiluk","28","T1","31",15,1,0,"0"
"Nitmiluk","28","T1","32",20,1,0,"1"
"Nitmiluk","28","T1","33",10,0,0,"1"
"Nitmiluk","28","T1","34",10,0,0,"0"
"Nitmiluk","28","T1","35",10,0,0,"0"
"Nitmiluk","28","T1","36",5,0,0,"0"
"Nitmiluk","28","T1","37",5,0,0,"0"
"Nitmiluk","28","T1","38",10,0,0,"0"
"Nitmiluk","28","T1","39",5,0,0,"0"
"Nitmiluk","28","T1","40",10,0,0,"0"
"Nitmiluk","28","T2","1",NA,2,0,"0"
"Nitmiluk","28","T2","2",NA,5,0,"0"
"Nitmiluk","28","T2","3",NA,15,0,"0"
"Nitmiluk","28","T2","4",NA,2,0,"0"
"Nitmiluk","28","T2","5",NA,2,0,"0"
"Nitmiluk","28","T2","6",NA,1,0,"0"
"Nitmiluk","28","T2","7",NA,30,0,"0"
"Nitmiluk","28","T2","8",NA,1,0,"0"
"Nitmiluk","28","T2","9",NA,1,0,"0"
"Nitmiluk","28","T2","10",NA,1,0,"0"
"Nitmiluk","28","T2","11",NA,1,0,"0"
"Nitmiluk","28","T2","12",NA,1,0,"0"
"Nitmiluk","28","T2","13",NA,1,0,"0"
"Nitmiluk","28","T2","14",NA,1,0,"0"
"Nitmiluk","28","T2","15",NA,1,0,"0"
"Nitmiluk","28","T2","16",NA,5,0,"0"
"Nitmiluk","28","T2","17",NA,5,0,"0"
"Nitmiluk","28","T2","18",NA,1,0,"0"
"Nitmiluk","28","T2","19",NA,1,0,"0"
"Nitmiluk","28","T2","20",NA,15,0,"1"
"Nitmiluk","28","T2","21",NA,40,0,"0"
"Nitmiluk","28","T2","22",NA,5,0,"0"
"Nitmiluk","28","T2","23",NA,1,0,"0"
"Nitmiluk","28","T2","24",NA,5,0,"0"
"Nitmiluk","28","T2","25",NA,5,0,"0"
"Nitmiluk","28","T2","26",NA,5,0,"0"
"Nitmiluk","28","T2","27",NA,5,0,"0"
"Nitmiluk","28","T2","28",NA,5,0,"0"
"Nitmiluk","28","T2","29",NA,20,0,"0"
"Nitmiluk","28","T2","30",NA,5,0,"0"
"Nitmiluk","28","T2","31",NA,5,0,"1"
"Nitmiluk","28","T2","32",NA,5,0,"1"
"Nitmiluk","28","T2","33",NA,15,0,"0"
"Nitmiluk","28","T2","34",NA,5,0,"0"
"Nitmiluk","28","T2","35",NA,5,0,"0"
"Nitmiluk","28","T2","36",NA,5,0,"0"
"Nitmiluk","28","T2","37",NA,5,0,"0"
"Nitmiluk","28","T2","38",NA,5,0,"0"
"Nitmiluk","28","T2","39",NA,5,0,"0"
"Nitmiluk","28","T2","40",NA,10,0,"0"
"Nitmiluk","28","T3","1",30,35,0,"0"
"Nitmiluk","28","T3","2",30,20,0,"0"
"Nitmiluk","28","T3","3",30,15,0,"0"
"Nitmiluk","28","T3","4",20,40,0,"0"
"Nitmiluk","28","T3","5",30,50,0,"0"
"Nitmiluk","28","T3","6",20,15,0,"0"
"Nitmiluk","28","T3","7",20,30,0,"0"
"Nitmiluk","28","T3","8",35,15,0,"0"
"Nitmiluk","28","T3","9",25,30,0,"0"
"Nitmiluk","28","T3","10",20,30,0,"0"
"Nitmiluk","28","T3","11",15,15,0,"0"
"Nitmiluk","28","T3","12",20,40,0,"0"
"Nitmiluk","28","T3","13",15,25,0,"0"
"Nitmiluk","28","T3","14",20,15,0,"0"
"Nitmiluk","28","T3","15",35,30,0,"0"
"Nitmiluk","28","T3","16",30,35,0,"0"
"Nitmiluk","28","T3","17",20,30,0,"0"
"Nitmiluk","28","T3","18",15,25,0,"0"
"Nitmiluk","28","T3","19",30,10,0,"0"
"Nitmiluk","28","T3","20",30,10,0,"0"
"Nitmiluk","28","T3","21",30,20,0,"0"
"Nitmiluk","28","T3","22",15,35,0,"0"
"Nitmiluk","28","T3","23",30,40,0,"0"
"Nitmiluk","28","T3","24",20,50,0,"0"
"Nitmiluk","28","T3","25",15,30,0,"1"
"Nitmiluk","28","T3","26",20,20,0,"1"
"Nitmiluk","28","T3","27",25,30,0,"0"
"Nitmiluk","28","T3","28",25,25,0,"0"
"Nitmiluk","28","T3","29",25,50,0,"0"
"Nitmiluk","28","T3","30",40,5,0,"0"
"Nitmiluk","28","T3","31",35,20,0,"1"
"Nitmiluk","28","T3","32",25,10,0,"1"
"Nitmiluk","28","T3","33",20,20,0,"0"
"Nitmiluk","28","T3","34",30,20,0,"0"
"Nitmiluk","28","T3","35",25,15,0,"0"
"Nitmiluk","28","T3","36",35,20,0,"0"
"Nitmiluk","28","T3","37",15,15,0,"0"
"Nitmiluk","28","T3","38",10,20,0,"0"
"Nitmiluk","28","T3","39",20,30,0,"0"
"Nitmiluk","28","T3","40",25,30,0,"0"
"Nitmiluk","28","T4","1",35,5,0,"0"
"Nitmiluk","28","T4","2",18,5,0,"0"
"Nitmiluk","28","T4","3",18,5,0,"0"
"Nitmiluk","28","T4","4",10,5,0,"0"
"Nitmiluk","28","T4","5",25,5,0,"0"
"Nitmiluk","28","T4","6",10,5,0,"0"
"Nitmiluk","28","T4","7",30,10,0,"0"
"Nitmiluk","28","T4","8",15,5,0,"0"
"Nitmiluk","28","T4","9",20,5,0,"0"
"Nitmiluk","28","T4","10",20,5,0,"0"
"Nitmiluk","28","T4","11",15,5,0,"0"
"Nitmiluk","28","T4","12",15,5,0,"0"
"Nitmiluk","28","T4","13",16,5,0,"0"
"Nitmiluk","28","T4","14",20,5,0,"0"
"Nitmiluk","28","T4","15",10,5,0,"0"
"Nitmiluk","28","T4","16",15,5,0,"0"
"Nitmiluk","28","T4","17",15,10,0,"0"
"Nitmiluk","28","T4","18",16,5,0,"0"
"Nitmiluk","28","T4","19",30,5,0,"0"
"Nitmiluk","28","T4","20",20,0,0,"0"
"Nitmiluk","28","T4","21",15,5,0,"1"
"Nitmiluk","28","T4","22",20,5,0,"0"
"Nitmiluk","28","T4","23",12,2,0,"0"
"Nitmiluk","28","T4","24",15,2,0,"0"
"Nitmiluk","28","T4","25",20,5,0,"0"
"Nitmiluk","28","T4","26",15,2,0,"0"
"Nitmiluk","28","T4","27",25,5,0,"0"
"Nitmiluk","28","T4","28",19,2,0,"2"
"Nitmiluk","28","T4","29",15,2,0,"0"
"Nitmiluk","28","T4","30",15,2,0,"0"
"Nitmiluk","28","T4","31",20,2,0,"0"
"Nitmiluk","28","T4","32",15,2,0,"0"
"Nitmiluk","28","T4","33",20,2,0,"0"
"Nitmiluk","28","T4","34",20,2,0,"0"
"Nitmiluk","28","T4","35",20,5,0,"0"
"Nitmiluk","28","T4","36",18,2,0,"0"
"Nitmiluk","28","T4","37",30,2,0,"0"
"Nitmiluk","28","T4","38",40,2,0,"0"
"Nitmiluk","28","T4","39",40,5,0,"0"
"Nitmiluk","28","T4","40",50,2,0,"0"
"Nitmiluk","28","T5","1",15,1,0,"0"
"Nitmiluk","28","T5","2",15,1,0,"0"
"Nitmiluk","28","T5","3",15,1,0,"0"
"Nitmiluk","28","T5","4",15,1,0,"0"
"Nitmiluk","28","T5","5",20,5,0,"0"
"Nitmiluk","28","T5","6",15,1,0,"0"
"Nitmiluk","28","T5","7",15,5,0,"0"
"Nitmiluk","28","T5","8",20,10,0,"0"
"Nitmiluk","28","T5","9",20,5,0,"1"
"Nitmiluk","28","T5","10",20,10,0,"1"
"Nitmiluk","28","T5","11",20,10,0,"1"
"Nitmiluk","28","T5","12",20,10,0,"0"
"Nitmiluk","28","T5","13",15,5,0,"1"
"Nitmiluk","28","T5","14",20,5,0,"1"
"Nitmiluk","28","T5","15",15,5,0,"0"
"Nitmiluk","28","T5","16",15,1,0,"0"
"Nitmiluk","28","T5","17",30,15,0,"0"
"Nitmiluk","28","T5","18",25,10,0,"0"
"Nitmiluk","28","T5","19",20,5,0,"1"
"Nitmiluk","28","T5","20",20,2,0,"1"
"Nitmiluk","28","T5","21",20,5,0,"1"
"Nitmiluk","28","T5","22",20,5,0,"0"
"Nitmiluk","28","T5","23",20,5,0,"0"
"Nitmiluk","28","T5","24",20,5,0,"0"
"Nitmiluk","28","T5","25",20,5,0,"1"
"Nitmiluk","28","T5","26",15,1,0,"1"
"Nitmiluk","28","T5","27",15,5,0,"0"
"Nitmiluk","28","T5","28",20,20,0,"0"
"Nitmiluk","28","T5","29",20,5,5,"0"
"Nitmiluk","28","T5","30",25,5,0,"0"
"Nitmiluk","28","T5","31",20,10,0,"0"
"Nitmiluk","28","T5","32",15,10,0,"1"
"Nitmiluk","28","T5","33",15,5,0,"0"
"Nitmiluk","28","T5","34",20,10,0,"0"
"Nitmiluk","28","T5","35",25,10,0,"0"
"Nitmiluk","28","T5","36",20,5,0,"0"
"Nitmiluk","28","T5","37",20,5,0,"0"
"Nitmiluk","28","T5","38",25,2,0,"0"
"Nitmiluk","28","T5","39",20,10,0,"0"
"Nitmiluk","28","T5","40",25,5,0,"0"
"Nitmiluk","29","T1","1",95,5,45,"0"
"Nitmiluk","29","T1","2",80,1,50,"0"
"Nitmiluk","29","T1","3",95,1,70,"1"
"Nitmiluk","29","T1","4",95,5,70,"0"
"Nitmiluk","29","T1","5",95,1,75,"0"
"Nitmiluk","29","T1","6",95,1,70,"0"
"Nitmiluk","29","T1","7",95,1,60,"0"
"Nitmiluk","29","T1","8",100,1,90,"0"
"Nitmiluk","29","T1","9",95,5,70,"0"
"Nitmiluk","29","T1","10",100,1,80,"0"
"Nitmiluk","29","T1","11",95,5,70,"0"
"Nitmiluk","29","T1","12",95,5,85,"0"
"Nitmiluk","29","T1","13",100,1,85,"0"
"Nitmiluk","29","T1","14",100,5,85,"0"
"Nitmiluk","29","T1","15",95,5,80,"0"
"Nitmiluk","29","T1","16",100,5,85,"0"
"Nitmiluk","29","T1","17",95,1,90,"0"
"Nitmiluk","29","T1","18",100,5,95,"0"
"Nitmiluk","29","T1","19",95,5,80,"1"
"Nitmiluk","29","T1","20",95,5,80,"1"
"Nitmiluk","29","T1","21",95,1,80,"1"
"Nitmiluk","29","T1","22",100,5,80,"0"
"Nitmiluk","29","T1","23",100,1,60,"1"
"Nitmiluk","29","T1","24",100,1,60,"0"
"Nitmiluk","29","T1","25",70,1,40,"0"
"Nitmiluk","29","T1","26",100,1,90,"0"
"Nitmiluk","29","T1","27",100,1,95,"0"
"Nitmiluk","29","T1","28",95,1,80,"2"
"Nitmiluk","29","T1","29",100,5,40,"1"
"Nitmiluk","29","T1","30",100,1,100,"0"
"Nitmiluk","29","T1","31",90,1,90,"0"
"Nitmiluk","29","T1","32",95,1,95,"0"
"Nitmiluk","29","T1","33",80,1,70,"0"
"Nitmiluk","29","T1","34",90,5,40,"0"
"Nitmiluk","29","T1","35",70,1,30,"0"
"Nitmiluk","29","T1","36",60,1,50,"0"
"Nitmiluk","29","T1","37",95,5,40,"0"
"Nitmiluk","29","T1","38",90,1,40,"0"
"Nitmiluk","29","T1","39",95,1,50,"0"
"Nitmiluk","29","T1","40",95,1,40,"0"
"Nitmiluk","29","T2","1",NA,5,40,"0"
"Nitmiluk","29","T2","2",NA,5,25,"1"
"Nitmiluk","29","T2","3",NA,5,30,"1"
"Nitmiluk","29","T2","4",NA,3,60,"1"
"Nitmiluk","29","T2","5",NA,2,80,"0"
"Nitmiluk","29","T2","6",NA,3,70,"1"
"Nitmiluk","29","T2","7",NA,2,25,"0"
"Nitmiluk","29","T2","8",NA,3,50,"0"
"Nitmiluk","29","T2","9",NA,10,40,"0"
"Nitmiluk","29","T2","10",NA,5,30,"0"
"Nitmiluk","29","T2","11",NA,5,50,"0"
"Nitmiluk","29","T2","12",NA,5,80,"1"
"Nitmiluk","29","T2","13",NA,10,3,"0"
"Nitmiluk","29","T2","14",NA,3,5,"1"
"Nitmiluk","29","T2","15",NA,5,50,"0"
"Nitmiluk","29","T2","16",NA,3,20,"0"
"Nitmiluk","29","T2","17",NA,2,40,"0"
"Nitmiluk","29","T2","18",NA,5,30,"0"
"Nitmiluk","29","T2","19",NA,3,70,"1"
"Nitmiluk","29","T2","20",NA,3,60,"1"
"Nitmiluk","29","T2","21",NA,2,50,"0"
"Nitmiluk","29","T2","22",NA,5,30,"0"
"Nitmiluk","29","T2","23",NA,10,30,"1"
"Nitmiluk","29","T2","24",NA,5,25,"1"
"Nitmiluk","29","T2","25",NA,3,40,"0"
"Nitmiluk","29","T2","26",NA,1,40,"0"
"Nitmiluk","29","T2","27",NA,5,60,"0"
"Nitmiluk","29","T2","28",NA,3,25,"1"
"Nitmiluk","29","T2","29",NA,3,30,"1"
"Nitmiluk","29","T2","30",NA,2,20,"0"
"Nitmiluk","29","T2","31",NA,3,30,"1"
"Nitmiluk","29","T2","32",NA,1,80,"0"
"Nitmiluk","29","T2","33",NA,3,25,"0"
"Nitmiluk","29","T2","34",NA,3,20,"1"
"Nitmiluk","29","T2","35",NA,2,15,"0"
"Nitmiluk","29","T2","36",NA,1,15,"0"
"Nitmiluk","29","T2","37",NA,1,20,"0"
"Nitmiluk","29","T2","38",NA,1,15,"0"
"Nitmiluk","29","T2","39",NA,1,15,"1"
"Nitmiluk","29","T2","40",NA,1,20,"0"
"Nitmiluk","29","T3","1",20,10,5,"1"
"Nitmiluk","29","T3","2",40,5,5,"1"
"Nitmiluk","29","T3","3",30,5,5,"1"
"Nitmiluk","29","T3","4",30,10,10,"0"
"Nitmiluk","29","T3","5",30,10,25,"0"
"Nitmiluk","29","T3","6",35,15,20,"1"
"Nitmiluk","29","T3","7",25,10,0,"0"
"Nitmiluk","29","T3","8",35,10,20,"0"
"Nitmiluk","29","T3","9",45,20,5,"0"
"Nitmiluk","29","T3","10",35,15,5,"0"
"Nitmiluk","29","T3","11",35,5,20,"1"
"Nitmiluk","29","T3","12",25,5,25,"1"
"Nitmiluk","29","T3","13",40,10,20,"1"
"Nitmiluk","29","T3","14",40,10,10,"1"
"Nitmiluk","29","T3","15",35,5,15,"0"
"Nitmiluk","29","T3","16",35,10,15,"0"
"Nitmiluk","29","T3","17",30,5,15,"0"
"Nitmiluk","29","T3","18",35,10,25,"0"
"Nitmiluk","29","T3","19",30,5,55,"1"
"Nitmiluk","29","T3","20",15,10,50,"1"
"Nitmiluk","29","T3","21",40,5,10,"0"
"Nitmiluk","29","T3","22",35,5,25,"0"
"Nitmiluk","29","T3","23",50,5,10,"0"
"Nitmiluk","29","T3","24",35,10,5,"1"
"Nitmiluk","29","T3","25",30,5,25,"0"
"Nitmiluk","29","T3","26",40,5,30,"0"
"Nitmiluk","29","T3","27",25,5,30,"0"
"Nitmiluk","29","T3","28",35,5,30,"0"
"Nitmiluk","29","T3","29",30,1,5,"1"
"Nitmiluk","29","T3","30",30,5,3,"0"
"Nitmiluk","29","T3","31",45,5,5,"0"
"Nitmiluk","29","T3","32",20,5,20,"0"
"Nitmiluk","29","T3","33",40,1,30,"0"
"Nitmiluk","29","T3","34",25,10,10,"0"
"Nitmiluk","29","T3","35",35,2,3,"1"
"Nitmiluk","29","T3","36",40,1,2,"0"
"Nitmiluk","29","T3","37",25,2,5,"0"
"Nitmiluk","29","T3","38",35,5,5,"0"
"Nitmiluk","29","T3","39",25,5,5,"1"
"Nitmiluk","29","T3","40",30,2,0,"0"
"Nitmiluk","29","T4","1",30,5,50,"1"
"Nitmiluk","29","T4","2",35,5,20,"1"
"Nitmiluk","29","T4","3",40,5,20,"1"
"Nitmiluk","29","T4","4",40,5,15,"0"
"Nitmiluk","29","T4","5",30,5,25,"0"
"Nitmiluk","29","T4","6",40,5,20,"1"
"Nitmiluk","29","T4","7",35,0,25,"0"
"Nitmiluk","29","T4","8",35,5,25,"0"
"Nitmiluk","29","T4","9",45,5,25,"0"
"Nitmiluk","29","T4","10",35,5,20,"0"
"Nitmiluk","29","T4","11",35,5,20,"1"
"Nitmiluk","29","T4","12",30,5,30,"0"
"Nitmiluk","29","T4","13",40,10,25,"0"
"Nitmiluk","29","T4","14",35,5,25,"0"
"Nitmiluk","29","T4","15",35,5,20,"0"
"Nitmiluk","29","T4","16",30,5,25,"0"
"Nitmiluk","29","T4","17",45,5,20,"0"
"Nitmiluk","29","T4","18",35,5,25,"0"
"Nitmiluk","29","T4","19",35,5,55,"0"
"Nitmiluk","29","T4","20",25,0,0,"0"
"Nitmiluk","29","T4","21",20,0,60,"0"
"Nitmiluk","29","T4","22",35,5,25,"0"
"Nitmiluk","29","T4","23",40,10,15,"0"
"Nitmiluk","29","T4","24",35,10,10,"1"
"Nitmiluk","29","T4","25",35,5,30,"1"
"Nitmiluk","29","T4","26",40,5,35,"0"
"Nitmiluk","29","T4","27",30,5,30,"0"
"Nitmiluk","29","T4","28",35,5,30,"0"
"Nitmiluk","29","T4","29",30,5,30,"1"
"Nitmiluk","29","T4","30",30,5,15,"0"
"Nitmiluk","29","T4","31",40,5,20,"0"
"Nitmiluk","29","T4","32",32,35,5,"0"
"Nitmiluk","29","T4","33",35,5,25,"0"
"Nitmiluk","29","T4","34",25,5,10,"0"
"Nitmiluk","29","T4","35",40,5,15,"0"
"Nitmiluk","29","T4","36",40,0,0,"0"
"Nitmiluk","29","T4","37",25,5,15,"0"
"Nitmiluk","29","T4","38",35,5,15,"0"
"Nitmiluk","29","T4","39",30,5,10,"1"
"Nitmiluk","29","T4","40",30,5,5,"0"
"Nitmiluk","29","T5","1",40,10,50,"0"
"Nitmiluk","29","T5","2",25,5,40,"1"
"Nitmiluk","29","T5","3",25,10,60,"1"
"Nitmiluk","29","T5","4",25,10,80,"1"
"Nitmiluk","29","T5","5",15,15,80,"0"
"Nitmiluk","29","T5","6",20,10,80,"0"
"Nitmiluk","29","T5","7",15,15,60,"0"
"Nitmiluk","29","T5","8",20,10,70,"0"
"Nitmiluk","29","T5","9",20,15,70,"0"
"Nitmiluk","29","T5","10",15,20,50,"0"
"Nitmiluk","29","T5","11",20,10,80,"0"
"Nitmiluk","29","T5","12",20,15,70,"1"
"Nitmiluk","29","T5","13",25,10,70,"1"
"Nitmiluk","29","T5","14",20,15,70,"0"
"Nitmiluk","29","T5","15",25,15,70,"0"
"Nitmiluk","29","T5","16",30,10,70,"0"
"Nitmiluk","29","T5","17",25,10,75,"0"
"Nitmiluk","29","T5","18",25,10,75,"0"
"Nitmiluk","29","T5","19",20,10,80,"0"
"Nitmiluk","29","T5","20",20,10,80,"0"
"Nitmiluk","29","T5","21",25,10,60,"0"
"Nitmiluk","29","T5","22",25,10,70,"0"
"Nitmiluk","29","T5","23",30,10,60,"0"
"Nitmiluk","29","T5","24",25,10,80,"0"
"Nitmiluk","29","T5","25",35,10,60,"0"
"Nitmiluk","29","T5","26",20,10,80,"0"
"Nitmiluk","29","T5","27",25,10,75,"1"
"Nitmiluk","29","T5","28",25,10,70,"1"
"Nitmiluk","29","T5","29",40,10,30,"1"
"Nitmiluk","29","T5","30",25,5,50,"0"
"Nitmiluk","29","T5","31",20,15,50,"0"
"Nitmiluk","29","T5","32",20,10,70,"0"
"Nitmiluk","29","T5","33",80,10,40,"0"
"Nitmiluk","29","T5","34",80,10,20,"1"
"Nitmiluk","29","T5","35",35,10,40,"1"
"Nitmiluk","29","T5","36",40,5,25,"0"
"Nitmiluk","29","T5","37",25,5,50,"0"
"Nitmiluk","29","T5","38",30,5,50,"0"
"Nitmiluk","29","T5","39",30,5,40,"0"
"Nitmiluk","29","T5","40",35,10,25,"0"
"Nitmiluk","30","T1","1",30,1,0,"0"
"Nitmiluk","30","T1","2",50,5,0,"0"
"Nitmiluk","30","T1","3",30,1,0,"0"
"Nitmiluk","30","T1","4",40,10,0,"1"
"Nitmiluk","30","T1","5",10,1,0,"1"
"Nitmiluk","30","T1","6",60,10,0,"1"
"Nitmiluk","30","T1","7",20,1,0,"1"
"Nitmiluk","30","T1","8",30,10,0,"1"
"Nitmiluk","30","T1","9",20,5,0,"0"
"Nitmiluk","30","T1","10",30,10,0,"1"
"Nitmiluk","30","T1","11",15,5,0,"0"
"Nitmiluk","30","T1","12",20,1,0,"0"
"Nitmiluk","30","T1","13",20,5,0,"0"
"Nitmiluk","30","T1","14",10,1,0,"1"
"Nitmiluk","30","T1","15",30,5,0,"1"
"Nitmiluk","30","T1","16",30,10,0,"0"
"Nitmiluk","30","T1","17",30,15,0,"0"
"Nitmiluk","30","T1","18",20,1,0,"0"
"Nitmiluk","30","T1","19",50,1,0,"0"
"Nitmiluk","30","T1","20",60,10,0,"0"
"Nitmiluk","30","T1","21",50,5,0,"0"
"Nitmiluk","30","T1","22",60,10,0,"0"
"Nitmiluk","30","T1","23",50,5,0,"0"
"Nitmiluk","30","T1","24",50,20,0,"0"
"Nitmiluk","30","T1","25",70,5,0,"1"
"Nitmiluk","30","T1","26",30,20,0,"0"
"Nitmiluk","30","T1","27",20,5,0,"0"
"Nitmiluk","30","T1","28",20,5,0,"0"
"Nitmiluk","30","T1","29",40,10,0,"0"
"Nitmiluk","30","T1","30",40,15,0,"0"
"Nitmiluk","30","T1","31",40,10,0,"0"
"Nitmiluk","30","T1","32",15,5,0,"0"
"Nitmiluk","30","T1","33",25,10,0,"1"
"Nitmiluk","30","T1","34",50,20,0,"0"
"Nitmiluk","30","T1","35",20,1,0,"0"
"Nitmiluk","30","T1","36",60,30,0,"0"
"Nitmiluk","30","T1","37",60,10,0,"1"
"Nitmiluk","30","T1","38",99.99,99.99,99.99,"1"
"Nitmiluk","30","T1","39",30,1,0,"1"
"Nitmiluk","30","T1","40",30,5,0,"1"
"Nitmiluk","30","T2","1",50,10,0,"0"
"Nitmiluk","30","T2","2",60,15,0,"0"
"Nitmiluk","30","T2","3",60,30,0,"0"
"Nitmiluk","30","T2","4",70,10,0,"1"
"Nitmiluk","30","T2","5",60,15,0,"1"
"Nitmiluk","30","T2","6",80,20,0,"1"
"Nitmiluk","30","T2","7",70,10,0,"1"
"Nitmiluk","30","T2","8",60,10,0,"0"
"Nitmiluk","30","T2","9",60,10,0,"1"
"Nitmiluk","30","T2","10",60,10,0,"1"
"Nitmiluk","30","T2","11",50,10,0,"0"
"Nitmiluk","30","T2","12",50,10,0,"0"
"Nitmiluk","30","T2","13",70,15,0,"1"
"Nitmiluk","30","T2","14",60,10,0,"1"
"Nitmiluk","30","T2","15",60,10,0,"1"
"Nitmiluk","30","T2","16",50,20,0,"1"
"Nitmiluk","30","T2","17",50,5,0,"0"
"Nitmiluk","30","T2","18",60,10,0,"0"
"Nitmiluk","30","T2","19",70,15,0,"0"
"Nitmiluk","30","T2","20",60,10,0,"0"
"Nitmiluk","30","T2","21",90,30,0,"0"
"Nitmiluk","30","T2","22",40,50,0,"1"
"Nitmiluk","30","T2","23",70,10,0,"0"
"Nitmiluk","30","T2","24",60,10,0,"0"
"Nitmiluk","30","T2","25",50,5,0,"1"
"Nitmiluk","30","T2","26",70,20,0,"1"
"Nitmiluk","30","T2","27",60,10,0,"1"
"Nitmiluk","30","T2","28",60,5,0,"0"
"Nitmiluk","30","T2","29",50,10,0,"0"
"Nitmiluk","30","T2","30",60,5,0,"0"
"Nitmiluk","30","T2","31",40,5,0,"0"
"Nitmiluk","30","T2","32",40,5,0,"0"
"Nitmiluk","30","T2","33",80,20,0,"0"
"Nitmiluk","30","T2","34",40,5,0,"0"
"Nitmiluk","30","T2","35",40,10,0,"0"
"Nitmiluk","30","T2","36",50,20,0,"1"
"Nitmiluk","30","T2","37",60,5,0,"0"
"Nitmiluk","30","T2","38",40,5,0,"1"
"Nitmiluk","30","T2","39",30,5,0,"0"
"Nitmiluk","30","T2","40",30,5,0,"0"
"Nitmiluk","30","T3","1",20,5,0,"0"
