"id","visit_code","veg_species","structural_layer","comments"
"16838","012-4-4-2","Hovea purpurea","Understorey",""
"16839","012-4-4-2","Oplismenus aemulus","Understorey",""
"16840","012-4-4-2","Oplismenus imbecillis","Understorey",""
"16841","012-4-4-2","Pterostylis sp.","Understorey",""
"16842","012-4-4-2","Stephania japonica var. discolor","Understorey",""
"16843","012-4-4-2","Marsdenia rostrata","Understorey",""
"16844","012-4-4-2","Marsdenia suaveolens","Understorey",""
"16845","012-4-4-2","Opercularia aspera","Understorey",""
"16846","012-4-4-2","Acmena smithii","Understorey",""
"16847","012-4-4-2","Billardiera scandens","Understorey",""
"16848","012-4-4-2","Monotoca elliptica","Understorey",""
"16849","012-4-4-2","Gonocarpus teucrioides","Understorey",""
"16850","012-4-4-2","Pandorea pandorana","Understorey",""
"16851","012-4-A-1","Callicoma serratifolia","Mid Storey",""
"16852","012-4-A-1","Backhousia myrtifolia","Mid Storey",""
"16853","012-4-A-1","Acmena smithii","Mid Storey",""
"16854","012-4-A-1","Notelaea longifolia forma longifolia","Mid Storey",""
"16855","012-4-A-1","Livistona australis","Overstorey",""
"16856","012-4-A-1","Endiandra sieberi","Overstorey",""
"16857","012-4-A-1","Smilax australis","Understorey",""
"16858","012-4-A-1","Pteridium esculentum","Understorey",""
"16859","012-4-A-1","Livistona australis","Understorey",""
"16860","012-4-A-1","Hibbertia dentata","Understorey",""
"16861","012-4-A-1","Gahnia clarkei","Understorey",""
"16862","012-4-A-1","Callicoma serratifolia","Understorey",""
"16863","012-4-A-1","Blechnum wattsii","Understorey",""
"16864","012-4-A-1","Acianthus sp.","Understorey",""
"16865","012-4-A-1","Schelhammera undulata","Understorey",""
"16866","012-4-A-1","Pandorea pandorana","Understorey",""
"16867","012-4-A-1","Dianella caerulea","Understorey",""
"16868","012-4-A-1","Entolasia stricta","Understorey",""
"16869","012-4-A-1","Pittosporum revolutum","Understorey",""
"16870","012-4-A-1","Lomandra longifolia","Understorey",""
"16871","012-4-A-1","Acacia irrorata","Understorey",""
"16872","012-4-A-2","Synoum glandulosum","Mid Storey",""
"16873","012-4-A-2","Persoonia linearis","Mid Storey",""
"16874","012-4-A-2","Eucalyptus botryoides","Mid Storey",""
"16875","012-4-A-2","Endiandra sieberi","Mid Storey",""
"16876","012-4-A-2","Acacia irrorata","Mid Storey",""
"16877","012-4-A-2","Eucalyptus pilularis","Overstorey",""
"16878","012-4-A-2","Backhousia myrtifolia","Overstorey",""
"16879","012-4-A-2","Synoum glandulosum","Understorey",""
"16880","012-4-A-2","Pteridium esculentum","Understorey",""
"16881","012-4-A-2","Pandorea pandorana","Understorey",""
"16882","012-4-A-2","Lomandra longifolia","Understorey",""
"16883","012-4-A-2","Imperata cylindrica var. major","Understorey",""
"16884","012-4-A-2","Hibbertia dentata","Understorey",""
"16885","012-4-A-2","Gonocarpus teucrioides","Understorey",""
"16886","012-4-A-2","Entolasia marginata","Understorey",""
"16887","012-4-A-2","Dianella caerulea","Understorey",""
"16888","012-4-A-2","Acacia longifolia","Understorey",""
"16889","012-4-A-2","Notelaea longifolia forma longifolia","Understorey",""
"16890","012-4-A-2","Persoonia linearis","Understorey",""
"16891","012-4-A-2","Pomax umbellata","Understorey",""
"16892","012-4-A-2","Leucopogon lanceolatus","Understorey",""
"16893","012-4-A-2","Xanthosia pilosa","Understorey",""
"16894","012-4-A-2","Acacia irrorata","Understorey",""
"16895","012-4-A-2","Microlaena stipoides var. stipoides","Understorey",""
"16896","012-4-A-2","Acacia longissima","Understorey",""
"16897","012-4-A-2","Smilax glyciphylla","Understorey",""
"16898","012-4-A-2","Schelhammera undulata","Understorey",""
"16899","012-4-A-2","Opercularia aspera","Understorey",""
"16900","012-4-A-2","Gahnia clarkei","Understorey",""
"16901","012-4-A-2","Livistona australis","Understorey",""
"16902","012-4-B-1","Platysace lanceolata","Understorey",""
"16903","012-4-B-1","Syzygium paniculatum","Mid Storey",""
"16904","012-4-B-1","Parsonsia straminea","Mid Storey",""
"16905","012-4-B-1","Livistona australis","Mid Storey",""
"16906","012-4-B-1","Pittosporum undulatum","Mid Storey",""
"16907","012-4-B-1","Rapanea howittiana","Mid Storey",""
"16908","012-4-B-1","Syzygium paniculatum","Overstorey",""
"16909","012-4-B-1","Eucalyptus robusta","Overstorey",""
"16910","012-4-B-1","Viola hederacea","Understorey",""
"16911","012-4-B-1","Synoum glandulosum","Understorey",""
"16912","012-4-B-1","Schelhammera undulata","Understorey",""
"16913","012-4-B-1","Pteridium esculentum","Understorey",""
"16914","012-4-B-1","Parsonsia straminea","Understorey",""
"16915","012-4-B-1","Livistona australis","Understorey",""
"16916","012-4-B-1","Gahnia clarkei","Understorey",""
"16917","012-4-B-1","Morinda jasminoides","Understorey",""
"16918","012-4-B-1","Oplismenus aemulus","Understorey",""
"16919","012-4-B-1","Blechnum ambiguum","Understorey",""
"16920","012-4-B-1","Poa labillardieri","Understorey",""
"16921","012-4-B-2","Parsonsia straminea","Mid Storey",""
"16922","012-4-B-2","Livistona australis","Mid Storey",""
"16923","012-4-B-2","Gahnia clarkei","Mid Storey",""
"16924","012-4-B-2","Elaeocarpus reticulatus","Mid Storey",""
"16925","012-4-B-2","Notelaea longifolia forma longifolia","Mid Storey",""
"16926","012-4-B-2","Syzygium paniculatum","Overstorey",""
"16927","012-4-B-2","Eucalyptus robusta","Overstorey",""
"16928","012-4-B-2","Eucalyptus pilularis","Overstorey",""
"16929","012-4-B-2","Elaeocarpus reticulatus","Overstorey",""
"16930","012-4-B-2","Parsonsia straminea","Overstorey",""
"16931","012-4-B-2","Sarcopetalum harveyanum","Understorey",""
"16932","012-4-B-2","Pteridium esculentum","Understorey",""
"16933","012-4-B-2","Parsonsia straminea","Understorey",""
"16934","012-4-B-2","Oplismenus imbecillis","Understorey",""
"16935","012-4-B-2","Livistona australis","Understorey",""
"16936","012-4-B-2","Gahnia clarkei","Understorey",""
"16937","012-4-B-2","Lomandra longifolia","Understorey",""
"16938","012-4-C-1","Synoum glandulosum","Mid Storey",""
"16939","012-4-C-1","Smilax glyciphylla","Mid Storey",""
"16940","012-4-C-1","Notelaea venosa","Mid Storey",""
"16941","012-4-C-1","Livistona australis","Mid Storey",""
"16942","012-4-C-1","Ficus coronata","Mid Storey",""
"16943","012-4-C-1","Eustrephus latifolius","Mid Storey",""
"16944","012-4-C-1","Endiandra sieberi","Mid Storey",""
"16945","012-4-C-1","Acacia longifolia","Mid Storey",""
"16946","012-4-C-1","Livistona australis","Overstorey",""
"16947","012-4-C-1","Endiandra sieberi","Overstorey",""
"16948","012-4-C-1","Acacia longifolia","Overstorey",""
"16949","012-4-C-1","Platycerium bifurcatum subsp. bifurcatum","Overstorey",""
"16950","012-4-C-1","Eucalyptus pilularis","Overstorey",""
"16951","012-4-C-1","Synoum glandulosum","Understorey",""
"16952","012-4-C-1","Smilax glyciphylla","Understorey",""
"16953","012-4-C-1","Pteridium esculentum","Understorey",""
"16954","012-4-C-1","Marsdenia rostrata","Understorey",""
"16955","012-4-C-1","Lomandra longifolia","Understorey",""
"16956","012-4-C-1","Livistona australis","Understorey",""
"16957","012-4-C-1","Lepidosperma concavum","Understorey",""
"16958","012-4-C-1","Gahnia clarkei","Understorey",""
"16959","012-4-C-1","Clematis aristata","Understorey",""
"16960","012-4-C-1","Calochlaena dubia","Understorey",""
"16961","012-4-C-1","Eustrephus latifolius","Understorey",""
"16962","012-4-C-1","Viola hederacea","Understorey",""
"16963","012-4-C-1","Schelhammera undulata","Understorey",""
"16964","012-4-C-1","Marsdenia suaveolens","Understorey",""
"16965","012-4-C-1","Eucalyptus sp.","Understorey",""
"16966","012-4-C-1","Cissus hypoglauca","Understorey",""
"16967","012-4-C-1","Oplismenus aemulus","Understorey",""
"16968","012-4-C-1","Notelaea venosa","Understorey",""
"16969","012-4-C-2","Synoum glandulosum","Mid Storey",""
"16970","012-4-C-2","Eustrephus latifolius","Mid Storey",""
"16971","012-4-C-2","Cissus hypoglauca","Mid Storey",""
"16972","012-4-C-2","Banksia serrata","Mid Storey",""
"16973","012-4-C-2","Leptospermum laevigatum","Mid Storey",""
"16974","012-4-C-2","Marsdenia rostrata","Mid Storey",""
"16975","012-4-C-2","Notelaea venosa","Mid Storey",""
"16976","012-4-C-2","Notelaea longifolia forma longifolia","Mid Storey",""
"16977","012-4-C-2","Eucalyptus sieberi","Overstorey",""
"16978","012-4-C-2","Eucalyptus pilularis","Overstorey",""
"16979","012-4-C-2","Viola hederacea","Understorey",""
"16980","012-4-C-2","Tylophora barbata","Understorey",""
"16981","012-4-C-2","Themeda australis","Understorey",""
"16982","012-4-C-2","Synoum glandulosum","Understorey",""
"16983","012-4-C-2","Pteridium esculentum","Understorey",""
"16984","012-4-C-2","Marsdenia rostrata","Understorey",""
"16985","012-4-C-2","Lomandra longifolia","Understorey",""
"16986","012-4-C-2","Livistona australis","Understorey",""
"16987","012-4-C-2","Lepidosperma concavum","Understorey",""
"16988","012-4-C-2","Imperata cylindrica var. major","Understorey",""
"16989","012-4-C-2","Hibbertia scandens","Understorey",""
"16990","012-4-C-2","Glycine tabacina","Understorey",""
"16991","012-4-C-2","Gahnia clarkei","Understorey",""
"16992","012-4-C-2","Eustrephus latifolius","Understorey",""
"16993","012-4-C-2","Entolasia marginata","Understorey",""
"16994","012-4-C-2","Dianella caerulea","Understorey",""
"16995","012-4-C-2","Desmodium varians","Understorey",""
"16996","012-4-C-2","Clematis aristata","Understorey",""
"16997","012-4-C-2","Breynia oblongifolia","Understorey",""
"16998","012-4-C-2","Glycine clandestina","Understorey",""
"16999","012-4-C-2","Notelaea longifolia forma longifolia","Understorey",""
"17001","012-4-C-2","Schelhammera undulata","Understorey",""
"17002","012-4-C-2","Poranthera microphylla","Understorey",""
"17003","012-4-C-2","Galium gaudichaudii","Understorey",""
"17004","012-4-C-2","Hardenbergia violacea","Understorey",""
"17005","012-4-C-2","Hydrocotyle bonariensis","Understorey",""
"17006","012-4-C-2","Monotoca elliptica","Understorey",""
"17007","012-4-C-2","Banksia serrata","Understorey",""
"17008","012-4-C-2","Galium propinquum","Understorey",""
"17009","012-4-C-2","Eucalyptus pilularis","Understorey",""
"17010","012-4-C-2","Marsdenia suaveolens","Understorey",""
"17011","012-4-C-2","Microlaena stipoides var. stipoides","Understorey",""
"17012","012-4-C-2","Stephania japonica var. discolor","Understorey",""
"17013","012-4-D-1","Synoum glandulosum","Mid Storey",""
"17014","012-4-D-1","Platycerium bifurcatum subsp. bifurcatum","Mid Storey",""
"17015","012-4-D-1","Eustrephus latifolius","Mid Storey",""
"17016","012-4-D-1","Banksia serrata","Mid Storey",""
"17017","012-4-D-1","Zieria smithii","Mid Storey",""
"17018","012-4-D-1","Eucalyptus pilularis","Overstorey",""
"17019","012-4-D-1","Endiandra sieberi","Overstorey",""
"17020","012-4-D-1","Eucalyptus botryoides","Overstorey",""
"17021","012-4-D-1","Zieria smithii","Understorey",""
"17022","012-4-D-1","Viola hederacea","Understorey",""
"17023","012-4-D-1","Synoum glandulosum","Understorey",""
"17024","012-4-D-1","Smilax glyciphylla","Understorey",""
"17025","012-4-D-1","Pteridium esculentum","Understorey",""
"17026","012-4-D-1","Marsdenia rostrata","Understorey",""
"17027","012-4-D-1","Lomandra longifolia","Understorey",""
"17028","012-4-D-1","Livistona australis","Understorey",""
"17029","012-4-D-1","Imperata cylindrica var. major","Understorey",""
"17030","012-4-D-1","Hibbertia dentata","Understorey",""
"17031","012-4-D-1","Helichrysum elatum","Understorey",""
"17032","012-4-D-1","Glycine clandestina","Understorey",""
"17033","012-4-D-1","Elaeocarpus reticulatus","Understorey",""
"17034","012-4-D-1","Dianella caerulea","Understorey",""
"17035","012-4-D-1","Desmodium varians","Understorey",""
"17036","012-4-D-1","Lepidosperma concavum","Understorey",""
"17037","012-4-D-1","Corybas sp.","Understorey",""
"17038","012-4-D-1","Marsdenia suaveolens","Understorey",""
"17039","012-4-D-1","Hibbertia scandens","Understorey",""
"17040","012-4-D-1","Schelhammera undulata","Understorey",""
"17041","012-4-D-1","Oplismenus aemulus","Understorey",""
"17042","012-4-D-1","Pandorea pandorana","Understorey",""
"17043","012-4-D-1","Pterostylis sp.","Understorey",""
"17044","012-4-D-1","Eustrephus latifolius","Understorey",""
"17045","012-4-D-1","Notelaea ovata","Understorey",""
"17046","012-4-D-1","Galium propinquum","Understorey",""
"17047","012-4-D-1","Microlaena stipoides var. stipoides","Understorey",""
"17048","012-4-D-1","Clematis aristata","Understorey",""
"17049","012-4-D-1","Leucopogon lanceolatus","Understorey",""
"17050","012-4-D-1","Acianthus sp.","Understorey",""
"17051","012-4-D-1","Sarcopetalum harveyanum","Understorey",""
"17052","012-4-D-1","Pterostylis grandiflora","Understorey",""
"17053","012-4-D-1","Gastrodia sesamoides","Understorey",""
"17054","012-4-D-2","Zieria smithii","Mid Storey",""
"17055","012-4-D-2","Synoum glandulosum","Mid Storey",""
"17056","012-4-D-2","Platycerium bifurcatum subsp. bifurcatum","Mid Storey",""
"17057","012-4-D-2","Marsdenia rostrata","Mid Storey",""
"17058","012-4-D-2","Eustrephus latifolius","Mid Storey",""
"17059","012-4-D-2","Elaeocarpus reticulatus","Mid Storey",""
"17060","012-4-D-2","Cissus hypoglauca","Mid Storey",""
"17061","012-4-D-2","Eucalyptus pilularis","Overstorey",""
"17062","012-4-D-2","Endiandra sieberi","Overstorey",""
"17063","012-4-D-2","Zieria smithii","Understorey",""
"17064","012-4-D-2","Viola hederacea","Understorey",""
"17065","012-4-D-2","Galium propinquum","Understorey",""
"17066","012-4-D-2","Synoum glandulosum","Understorey",""
"17067","012-4-D-2","Smilax glyciphylla","Understorey",""
"17068","012-4-D-2","Sarcopetalum harveyanum","Understorey",""
"17069","012-4-D-2","Pteridium esculentum","Understorey",""
"17070","012-4-D-2","Oplismenus imbecillis","Understorey",""
"17071","012-4-D-2","Marsdenia rostrata","Understorey",""
"17072","012-4-D-2","Lomandra longifolia","Understorey",""
"17073","012-4-D-2","Livistona australis","Understorey",""
"17074","012-4-D-2","Leucopogon lanceolatus","Understorey",""
"17075","012-4-D-2","Imperata cylindrica var. major","Understorey",""
"17076","012-4-D-2","Hibbertia dentata","Understorey",""
"17077","012-4-D-2","Glycine clandestina","Understorey",""
"17078","012-4-D-2","Eustrephus latifolius","Understorey",""
"17079","012-4-D-2","Elaeocarpus reticulatus","Understorey",""
"17080","012-4-D-2","Dianella caerulea","Understorey",""
"17081","012-4-D-2","Desmodium varians","Understorey",""
"17082","012-4-D-2","Clematis aristata","Understorey",""
"17083","012-4-D-2","Cissus hypoglauca","Understorey",""
"17084","012-4-D-2","Acacia sp.","Understorey",""
"17085","012-4-D-2","Notelaea ovata","Understorey",""
"17086","012-4-D-2","Corybas sp.","Understorey",""
"17087","012-4-D-2","Pterostylis sp.","Understorey",""
"17088","012-4-D-2","Microlaena stipoides var. stipoides","Understorey",""
"17089","012-4-D-2","Monotoca elliptica","Understorey",""
"17090","012-4-D-2","Schelhammera undulata","Understorey",""
"17091","012-4-D-2","Eucalyptus sp.","Understorey","seedling"
"17092","012-4-D-2","Syzygium paniculatum","Understorey",""
"17093","012-4-D-2","Pterostylis grandiflora","Understorey",""
"17094","012-4-D-2","Lepidosperma concavum","Understorey",""
"17095","012-4-D-2","Pandorea pandorana","Understorey",""
"17096","012-4-D-2","Pyrrosia rupestris","Understorey",""
"17097","012-4-D-2","Platycerium bifurcatum subsp. bifurcatum","Understorey",""
"17098","012-4-D-2","Petrophile pulchella","Understorey",""
"17099","012-6-1-1","Syncarpia glomulifera","Mid Storey",""
"17100","012-6-1-1","Leptospermum laevigatum","Mid Storey",""
"17101","012-6-1-1","Eucalyptus pilularis","Mid Storey",""
"17102","012-6-1-1","Banksia serrata","Mid Storey",""
"17103","012-6-1-1","Acacia longifolia","Mid Storey",""
"17104","012-6-1-1","Woollsia pungens","Understorey",""
"17105","012-6-1-1","Pteridium esculentum","Understorey",""
"17106","012-6-1-1","Monotoca elliptica","Understorey",""
"17107","012-6-1-1","Lomandra longifolia","Understorey",""
"17108","012-6-1-1","Leptospermum laevigatum","Understorey",""
"17109","012-6-1-1","Lepidosperma concavum","Understorey",""
"17110","012-6-1-1","Imperata cylindrica var. major","Understorey",""
"17111","012-6-1-1","Gonocarpus teucrioides","Understorey",""
"17112","012-6-1-1","Dillwynia glaberrima","Understorey",""
"17113","012-6-1-1","Desmodium varians","Understorey",""
"17114","012-6-1-1","Bossiaea heterophylla","Understorey",""
"17115","012-6-1-1","Banksia serrata","Understorey",""
"17116","012-6-1-1","Hibbertia linearis","Understorey",""
"17117","012-6-1-1","Banksia integrifolia","Understorey",""
"17118","012-6-1-1","Actinotus helianthi","Understorey",""
"17119","012-6-1-1","Acacia suaveolens","Understorey",""
"17120","012-6-1-1","Acacia longifolia","Understorey",""
"17121","012-6-1-1","Helichrysum elatum","Understorey",""
"17122","012-6-1-1","Poa labillardieri","Understorey",""
"17123","012-6-1-1","Leucopogon lanceolatus","Understorey",""
"17124","012-6-1-1","Austrostipa mollis","Understorey",""
"17125","012-6-1-1","Bossiaea ensata","Understorey",""
"17126","012-6-1-1","Opercularia aspera","Understorey",""
"17127","012-6-1-1","Entolasia marginata","Understorey",""
