"id","visit_code","species","abundance","recapture","sex","age_cohort","trap_type","trap_number","tissue"
"21527","151-11-7-3","Rattus fuscipes",1,"Yes","","","Small Cage","4","No"
"21528","151-11-17-1","Rattus fuscipes",1,"No","Female","Adult","Small Cage","2","No"
"21529","151-11-17-1","Rattus fuscipes",1,"No","Male","Adult","Small Cage","3","No"
"21530","151-11-17-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21531","151-11-17-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","3","Yes"
"21532","151-11-17-2","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","4","Yes"
"21533","151-11-17-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"21534","151-11-17-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","Yes"
"21536","151-11-17-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","No"
"21537","151-11-17-3","Rattus fuscipes",1,"Yes","","","Elliott","2","No"
"21538","151-11-17-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"21539","151-11-17-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","No"
"21541","151-11-17-3","Rattus fuscipes",1,"Yes","","Juvenile","Small Cage","3","No"
"21547","151-12-29-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"21548","151-12-29-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","7","Yes"
"21549","151-12-29-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"21552","151-12-29-3","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"21556","151-12-54-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"21018","151-1-53-3","Rattus lutreolus",1,"No","Female","Adult","Elliott","9","Yes"
"21286","151-6-155-3","Rattus lutreolus",1,"No","","Adult","Elliott","1","No"
"21546","151-12-28-3","Rattus lutreolus",1,"No","Female","Subadult","Elliott","4","Yes"
"21559","151-12-B-1","Rattus lutreolus",1,"No","Female","Adult","Elliott","1","Yes"
"21562","151-12-B-3","Rattus lutreolus",1,"Yes","","","Elliott","9","No"
"20893","151-1-7-2","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","4","No"
"20894","151-1-7-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"20900","151-1-7-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","Yes"
"20911","151-1-8-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1",""
"20912","151-1-8-2","Trichosurus vulpecula",1,"No","","","Small Cage","3",""
"20922","151-1-31-2","Trichosurus vulpecula",1,"No","","","Small Cage","2",""
"20939","151-1-37-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"20953","151-1-37-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","No"
"20961","151-1-46-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20966","151-1-47-3","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","2","No"
"20981","151-1-50-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20982","151-1-7-3","Trichosurus vulpecula",1,"No","","Subadult","Large Cage","6","No"
"20983","151-1-8-2","Trichosurus vulpecula",1,"No","","Juvenile","Large Cage","1",""
"20984","151-1-50-2","Trichosurus vulpecula",1,"No","Male","Subadult","Large Cage","6","No"
"21021","151-1-54-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21026","151-1-54-2","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","5","No"
"21029","151-1-54-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","4","No"
"21056","151-1-57-3","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21059","151-1-58-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21060","151-1-58-3","Trichosurus vulpecula",1,"Yes","","Subadult","Large Cage","6","No"
"21064","151-1-59-2","Trichosurus vulpecula",1,"Yes","","Adult","Large Cage","6","No"
"21065","151-1-59-3","Trichosurus vulpecula",1,"Yes","","Adult","Large Cage","6","No"
"21066","151-1-60-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21069","151-1-60-2","Trichosurus vulpecula",1,"No","Male","Subadult","Large Cage","1","No"
"21077","151-1-61-3","Trichosurus vulpecula",1,"No","","","Large Cage","1","No"
"21079","151-1-62-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21089","151-1-63-3","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21105","151-1-G-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21114","151-1-G-3","Trichosurus vulpecula",1,"Yes","","","Small Cage","4",""
"21117","151-2-4-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21122","151-2-4-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"21131","151-2-7-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","2","No"
"21140","151-2-12-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21156","151-2-13-1","Trichosurus vulpecula",1,"No","","Adult","Large Cage","6","No"
"21164","151-2-13-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","2","No"
"21177","151-4-33-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","4","No"
"21185","151-4-A-2","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","6","No"
"21186","151-4-A-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"21188","151-4-D-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21199","151-6-1-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21205","151-6-1-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21209","151-6-1-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Small Cage","2","No"
"21210","151-6-1-3","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","5","No"
"21290","151-6-162-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21294","151-6-162-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21451","151-10-6-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"21486","151-10-32-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","4","No"
"21489","151-10-32-2","Trichosurus vulpecula",1,"Yes","","","Large Cage","6",""
"21490","151-10-32-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","2","No"
"21491","151-10-32-3","Trichosurus vulpecula",1,"Yes","","","Small Cage","5",""
"21515","151-11-3-3","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","5","No"
"21208","151-6-1-3","Wallabia bicolor",1,"No","Female","Subadult","Large Cage","1","No"
"21516","151-11-3-3","Wallabia bicolor",1,"No","Female","Subadult","Large Cage","6","No"
"21112","151-1-G-3","Antechinus swainsonii",1,"No","Female","Subadult","Elliott","3","Yes"
"20993","151-1-51-1","Tachyglossus aculeatus",1,"No","","Adult","Small Cage","2","No"
"21291","151-6-162-2","Tachyglossus aculeatus",1,"No","","Adult","Small Cage","2","No"
"21218","151-6-13-3","Potorous tridactylus",1,"Yes","Male","Adult","Small Cage","5","No"
"21280","151-6-152-2","Potorous tridactylus",1,"Yes","Male","Adult","Small Cage","5",""
"21567","161-1-9-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21575","161-1-25-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21582","161-1-25-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21583","161-1-25-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","No"
"21586","161-1-25-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21588","161-1-25-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"21590","161-1-25-3","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"21605","161-1-41-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"21606","161-1-41-3","Antechinus stuartii",1,"No","Male","Adult","Elliott","10","Yes"
"21611","161-1-43-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21613","161-1-43-2","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"21616","161-1-44-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"21617","161-1-44-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21619","161-1-44-2","Antechinus stuartii",1,"Yes","","Adult","Elliott","1","No"
"21621","161-1-44-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21624","161-1-44-3","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"21635","161-7-1-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"21640","161-7-1-2","Antechinus stuartii",1,"Yes","","Adult","Elliott","10","No"
"21645","161-7-1-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21652","161-7-20-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"21655","161-7-20-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21674","161-10-18-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21677","161-10-18-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21708","161-1-10-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21709","161-1-10-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21746","161-4-C-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21778","161-6-144-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"21780","161-6-144-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"21799","161-6-149-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21854","161-7-84-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21886","161-10-20-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","No"
"21887","161-10-20-3","Antechinus stuartii",1,"Yes","","","Elliott","8","No"
"21889","161-10-71-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"21890","161-10-71-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","No"
"21891","161-10-71-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","No"
"21900","161-12-C-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"21906","161-12-C-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21908","161-12-C-3","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"21913","161-1-49-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21916","161-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21917","161-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"21920","161-1-50-2","Antechinus stuartii",1,"Yes","","","Elliott","7","No"
"21921","161-1-50-2","Antechinus stuartii",1,"Yes","","","Elliott","9","No"
"21926","161-1-50-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","4","No"
"21927","161-1-50-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","9","No"
"21929","161-1-51-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21930","161-1-51-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"21931","161-1-51-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"21934","161-1-57-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21936","161-1-57-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"21937","161-1-58-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"21938","161-1-58-2","Antechinus stuartii",1,"Yes","","","Elliott","1","No"
"21943","161-1-58-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"21946","161-1-59-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21952","161-1-59-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"21953","161-1-59-3","Antechinus stuartii",1,"Yes","","","Elliott","6","No"
"21955","161-1-60-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"21956","161-1-60-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21957","161-1-60-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21958","161-1-60-2","Antechinus stuartii",1,"Yes","","","Elliott","6","No"
"21959","161-1-60-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"21962","161-1-60-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","8","No"
"21963","161-1-60-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","9","No"
"21965","161-1-61-2","Antechinus stuartii",1,"No","Female","Subadult","Elliott","5","No"
"21966","161-1-61-3","Antechinus stuartii",1,"Yes","","","Elliott","4","No"
"21968","161-1-62-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"21970","161-1-62-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21976","161-1-63-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21978","161-1-63-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"21981","161-2-2-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"21982","161-2-2-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21983","161-2-2-2","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"21984","161-2-2-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21985","161-2-2-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21987","161-2-2-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"21988","161-2-2-3","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"21992","161-2-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21995","161-4-1-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21999","161-4-1-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"22000","161-4-1-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"22003","161-4-1-3","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"22011","161-9-7-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22013","161-11-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22016","161-11-4-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22017","161-11-4-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22018","161-1-6-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22019","161-1-6-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22020","161-1-6-2","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"22021","161-1-6-3","Antechinus stuartii",1,"Yes","","","Elliott","9","No"
"22024","161-4-B-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22028","161-4-B-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22030","161-4-B-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"22036","161-6-12-2","Antechinus stuartii",1,"No","","","Elliott","10",""
"22039","161-6-42-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22040","161-6-42-1","Antechinus stuartii",1,"No","","","Elliott","7",""
"22043","161-6-42-2","Antechinus stuartii",1,"Yes","","","Elliott","2","No"
"22045","161-6-42-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22050","161-6-42-3","Antechinus stuartii",1,"Yes","","","Elliott","9","No"
"22051","161-6-42-3","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"22066","161-6-109-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22077","161-6-115-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"22084","161-7-44-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22089","161-8-2-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22090","161-8-2-2","Antechinus stuartii",1,"Yes","","","Elliott","8","No"
"22104","161-8-17-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22105","161-8-17-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22107","161-8-17-3","Antechinus stuartii",1,"Yes","","","Elliott","6","No"
"22109","161-8-41-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22110","161-8-41-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22111","161-8-41-2","Antechinus stuartii",1,"Yes","Female","","Elliott","5","No"
"22112","161-8-41-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22113","161-8-41-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"22114","161-8-41-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"22115","161-8-41-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","No"
"22142","161-1-37-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22146","161-1-37-3","Antechinus stuartii",1,"Yes","","","Elliott","8","No"
"22152","161-1-47-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22153","161-1-47-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22158","161-1-47-2","Antechinus stuartii",1,"Yes","","","Elliott","9","No"
"22161","161-1-47-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","10","No"
"22165","161-1-48-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22183","161-1-53-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"22189","161-1-53-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","10","No"
"22200","161-1-54-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22205","161-1-54-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"22207","161-1-54-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22208","161-1-54-3","Antechinus stuartii",1,"Yes","","","Elliott","4","No"
"22209","161-1-54-3","Antechinus stuartii",1,"Yes","","","Elliott","9","No"
"22223","161-1-56-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22224","161-1-56-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22226","161-1-56-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22255","161-1-65-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22258","161-1-65-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22260","161-2-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22275","161-2-12-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","No"
"22277","161-2-12-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22279","161-2-13-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22280","161-2-13-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22284","161-2-13-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22285","161-2-13-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","No"
"22286","161-2-13-3","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"21713","161-1-10-3","Cercartetus nanus",1,"No","Male","Adult","Elliott","7","Yes"
"21894","161-12-C-1","Cercartetus nanus",1,"No","Female","","Elliott","7","No"
"22064","161-6-64-3","Cercartetus nanus",1,"No","","Adult","Elliott","3","Yes"
"22076","161-6-115-1","Cercartetus nanus",1,"Yes","Female","Adult","Elliott","10","Yes"
"22206","161-1-54-2","Cercartetus nanus",1,"No","Female","Juvenile","Elliott","8","Yes"
"21659","161-7-46-1","Pseudomys gracilicaudatus",1,"No","Female","Adult","Elliott","2","Yes"
"21662","161-7-46-3","Pseudomys gracilicaudatus",1,"No","Female","Juvenile","Elliott","10","Yes"
